,author.uniqueId,total_views,avg_views,total_likes,avg_likes,total_comments,total_shares,total_collects,total_reposts,total_videos,followers,engagement_rate
780,banhudayyy,13426850,2237808.3333333335,537600,89600.0,4631,11984,26454,0,6,291200,0.043246852389056255
781,banieunetna10,5279318,5279318.0,398118,398118.0,2121,3450,27868,0,1,513600,0.08174483901140261
782,banmoithu6868,65833072,65833072.0,641833,641833.0,2962,101247,56354,0,1,96400,0.012188342053975546
783,bannhacchill21,3273101,3273101.0,273637,273637.0,1549,676,11171,0,1,782200,0.08769451355152194
784,bansaclehoi,1404,1404.0,37,37.0,0,1,1,0,1,381600,0.027777777777777776
785,bantamoii,418988,418988.0,8465,8465.0,220,141,799,0,1,172500,0.02297201829169332
786,bantumlumtala,97136,97136.0,1199,1199.0,105,333,229,0,1,176,0.019210179542085325
787,banxe,151087,151087.0,1668,1668.0,159,85,144,0,1,8894,0.013608053637970177
788,banxemchua_official,1628681,1628681.0,60214,60214.0,135,516,4899,0,1,35200,0.040378686802387945
789,baoanh150919,2755,2755.0,12,12.0,0,3,1,0,1,449,0.005807622504537205
790,baobanhbao2308,717223,358611.5,22312,11156.0,270,4642,3140,0,2,271600,0.04233550792431364
791,baoboibaovat,5955,5955.0,460,460.0,0,1,0,0,1,5465,0.07741393786733837
792,baochau270599,171312,171312.0,491,491.0,43,228,50,0,1,1197,0.004739889791725039
793,baogametv,6259187,6259187.0,140129,140129.0,5420,5773,28984,0,1,307000,0.02880661657815943
794,baokhoi1994,2095731,1047865.5,25365,12682.5,487,2746,7637,0,2,306100,0.01728990982144178
795,baolong666889,36084,36084.0,389,389.0,61,80,10,0,1,575,0.014965081476554705
796,baolynee,9897539,9897539.0,626827,626827.0,3594,3153,27965,0,1,3300000,0.06683873637679023
797,baongan.549,768408,768408.0,34988,34988.0,1285,24043,1577,0,1,2000000,0.08054705312802574
798,baongandangan.549,17901808,17901808.0,361919,361919.0,6388,6847,37877,0,1,778400,0.02307202713826447
799,baongoc202.0saka,1145,1145.0,15,15.0,1,0,1,0,1,145,0.014847161572052401
800,baongonbaoghienbaore,1394,1394.0,19,19.0,7,12,3,0,1,1547,0.029411764705882353
801,baothemann,982435,491217.5,40735,20367.5,183,3419,2115,0,2,74400,0.04728251741845516
802,baothichnau2412,2269223,567305.75,36947,9236.75,651,2354,8206,0,4,27300,0.021222242150727363
803,baothytran,1937225,1937225.0,50174,50174.0,828,729,7164,0,1,679900,0.030401734439726928
804,baotieudung,373154,373154.0,3123,3123.0,6,347,837,0,1,4011,0.011558230650080128
805,baotramtocmay71,566791,188930.33333333334,13561,4520.333333333333,1016,1352,1448,0,3,9397,0.030658567267299586
806,baotran15th1,10122,10122.0,113,113.0,4,11,20,0,1,73100,0.014621616281367319
807,baoyennaucom,14492205,4830735.0,340507,113502.33333333333,8042,58743,58838,0,3,174700,0.03216418757532066
808,bapcapi,2001,2001.0,5,5.0,0,1,1,0,1,90,0.0034982508745627187
809,bapchienphomai,2698375,2698375.0,37209,37209.0,841,1206,4153,0,1,25200,0.01608708945198499
810,bapnuong_26,348911,348911.0,3130,3130.0,115,150,360,0,1,954,0.010762056799584994
811,barbiedo31,218,218.0,35,35.0,2,0,0,0,1,855,0.16972477064220184
812,baristacin,314,314.0,17,17.0,8,0,0,0,1,1153,0.07961783439490445
813,baristahamburg,67677902,33838951.0,2233579,1116789.5,5186,68283,128573,0,2,765800,0.035988423518211306
814,baro.phe,2837655,354706.875,66033,8254.125,1971,37419,35488,0,8,151500,0.04965755174607202
815,bas.vu.van.huyen,1648655,1648655.0,9518,9518.0,534,417,598,0,1,1136,0.006712744631229699
816,batanvlog01,70204510,17551127.5,1553906,388476.5,38708,109512,89402,0,4,1500000,0.02551870243094069
817,batrumriviu,36666,36666.0,607,607.0,28,191,130,0,1,12200,0.02607320133093329
818,batuyethanhvi,9464615,4732307.5,39830,19915.0,603,1327,2325,0,2,1600000,0.004657875676929278
819,baty_0202,39230,39230.0,227,227.0,9,27,8,0,1,858,0.006907978587815448
820,baucat.hehehe,21702,21702.0,175,175.0,6,84,58,0,1,502,0.014883420882867938
821,baulandian,5559931,1853310.3333333333,63116,21038.666666666668,1657,10642,15815,0,3,79600,0.016408477011675145
822,baximui,5180985,5180985.0,108186,108186.0,733,2131,10241,0,1,5889,0.02341079929781692
823,baxuanvlog198,845,845.0,37,37.0,14,3,4,0,1,743,0.06863905325443787
824,bayashi.tiktok,286470251,28647025.1,23263734,2326373.4,156749,194840,955601,0,10,55400000,0.08577129357840371
825,bb_trann,63014,31507.0,1774,887.0,28,264,196,0,2,87300,0.0358967848414638
826,bbao.....130102,3568,3568.0,27,27.0,8,1,6,0,1,4179,0.011771300448430493
827,bbichibe,544,544.0,88,88.0,3,0,1,0,1,2368,0.16911764705882354
828,bblovestocook,1015696,507848.0,18714,9357.0,378,1684,6835,0,2,133900,0.027184314991887337
829,bbqallin,3532,3532.0,8,8.0,0,14,5,0,1,5,0.007644394110985277
830,bdmediacontacst,1401526,1401526.0,75676,75676.0,424,1119,9060,0,1,256300,0.06156075591890554
831,bdndnnndnndnnd,1862,1862.0,55,55.0,3,0,0,0,1,51,0.031149301825993556
832,be5.3979,517,517.0,54,54.0,10,0,7,0,1,5215,0.13733075435203096
833,be_mup1,2821519,1410759.5,76869,38434.5,3245,6582,4536,0,2,23900,0.03233435606848652
834,be_nguyet_1210,1224,1224.0,46,46.0,14,4,4,0,1,5463,0.05555555555555555
835,beany.food,569,569.0,12,12.0,2,2,4,0,1,105,0.0351493848857645
836,bear002182,3396,3396.0,107,107.0,2,7,17,0,1,115,0.03916372202591284
837,beatvn_official,665441,665441.0,30671,30671.0,198,432,1099,0,1,8100000,0.048689515674567696
838,bebacuachiba_,7878356,7878356.0,692220,692220.0,19527,152450,63011,0,1,18400,0.11769054356010315
839,bebanhmat1,1480000,1480000.0,74723,74723.0,1933,3177,13863,0,1,81600,0.06330810810810811
840,bebungbeo.review,1945256,972628.0,56692,28346.0,1319,5111,2118,0,2,1762,0.03353800219611198
841,becherry3107,55428,55428.0,2940,2940.0,83,3,2,0,1,63900,0.05462942916937288
842,bedangbae,1919671,1919671.0,142514,142514.0,1831,5457,14445,0,1,564500,0.08555997355796904
843,bedautayreview,11136,11136.0,48,48.0,4,10,7,0,1,1364,0.006196120689655173
844,bee.cancook,718774,718774.0,9978,9978.0,196,904,2564,0,1,15600,0.018979540161441565
845,beebeo.review,28547040,28547040.0,178946,178946.0,7852,4001,38267,0,1,42000,0.00802415942248303
846,beefood210,451044,451044.0,3289,3289.0,189,94,593,0,1,2615,0.009234132368460726
847,beekka511,3483276,3483276.0,103283,103283.0,21502,391,3457,0,1,1017,0.03692874179364483
848,beeppeep_eatclean,350450,116816.66666666667,4033,1344.3333333333333,41,307,1562,0,3,2134,0.016958196604365816
849,beetraamz._,15664,15664.0,607,607.0,17,4,13,0,1,4828,0.04092185903983657
850,befansie,2124122,2124122.0,65797,65797.0,129,131,1923,0,1,2000000,0.03200381145715736
851,behaimientay62,8726018,2181504.5,205469,51367.25,3707,18594,23556,0,4,184100,0.02880191170818121
852,beheoneee9,152834,152834.0,4830,4830.0,65,2996,1051,0,1,142,0.05850792362955887
853,behongbphuoc,6310604,6310604.0,144489,144489.0,1218,3361,11690,0,1,6057,0.025474265220888522
854,behongg0611,214,214.0,32,32.0,0,0,0,0,1,1475,0.14953271028037382
855,beli.review,115582,115582.0,691,691.0,59,577,185,0,1,20300,0.013081621705801941
856,belle.051199,82889,41444.5,9161,4580.5,99,181,652,0,2,1791,0.12176525232539903
857,bellissimo.coffee7,87179,87179.0,1300,1300.0,15,1115,1838,0,1,11600,0.04895674417004095
858,beluga3102k,14111,14111.0,50,50.0,4,52,13,0,1,220,0.008433137268797393
859,bembom_food,376099,188049.5,8298,4149.0,139,3128,4134,0,2,22900,0.04174166908181091
860,bemi854,167475,167475.0,3120,3120.0,322,104,207,0,1,20000,0.022409314823107925
861,bemun0202,3285,3285.0,139,139.0,14,0,1,0,1,2310,0.046879756468797565
862,benbull_shop,1151,1151.0,54,54.0,10,1,5,0,1,1159,0.060816681146828845
863,benzeatinfinity,62358,62358.0,1566,1566.0,39,500,452,0,1,16900,0.041005163731999104
864,beo_mien_tay,2380560,2380560.0,65472,65472.0,3,4557,2803,0,1,81500,0.030595742178310986
865,beodanau,553177,276588.5,21097,10548.5,397,2314,661,0,2,7635,0.04423358165650416
866,beohayanvat,1180772,590386.0,22282,11141.0,749,8273,10908,0,2,61700,0.03574949270477281
867,beokaka.jp,81625,81625.0,525,525.0,35,101,35,0,1,177600,0.008526799387442573
868,bep.chin.chin,1129,1129.0,21,21.0,1,1,2,0,1,113,0.022143489813994686
869,bep.nha.hoang,313560,313560.0,1197,1197.0,27,102,380,0,1,1137,0.005440744992983799
870,bep2chiem,1008135,504067.5,42524,21262.0,373,4481,3003,0,2,117500,0.04997445778591161
871,bep3thia,5924609,5924609.0,133562,133562.0,1182,11136,37555,0,1,36900,0.030961536871040772
872,bep_nha_que,57980,57980.0,532,532.0,8,0,8,0,1,30700,0.00945153501207313
873,bep_nhaminh,28591,28591.0,92,92.0,4,20,29,0,1,133,0.00507152600468679
874,bep_nho_mymy,16507476,2751246.0,331172,55195.333333333336,3469,33897,54066,0,6,1200000,0.025600764162855665
875,bep_trunghoa,938995,469497.5,15540,7770.0,165,196,932,0,2,79300,0.0179266130277584
876,bepam6886,8908669,1484778.1666666667,120819,20136.5,1040,19898,21710,0,6,61100,0.01834920570064956
877,bepanocop,29791743,29791743.0,1241914,1241914.0,6120,9339,58478,0,1,112500,0.04416831200510826
878,bepbaduong,576899,576899.0,7141,7141.0,299,2158,1005,0,1,44100,0.018379300362801807
879,bepchayphunhuan,3973256,3973256.0,138465,138465.0,377,522,3964,0,1,9783,0.03607318531702966
880,bepchethai_official,23001800,11500900.0,310880,155440.0,3872,7343,32023,0,2,373200,0.01539522993852655
881,bepcongchua25,8051234,1341872.3333333333,220570,36761.666666666664,4155,16724,39646,0,6,214300,0.03491328161620939
882,bepcovang,5741452,1435363.0,122535,30633.75,4158,16079,14984,0,4,138500,0.027476673148186206
883,bepcuaba92,489298,489298.0,5714,5714.0,71,673,2748,0,1,34300,0.018814710053995723
884,bepcuahanh95,2865079,2865079.0,44595,44595.0,640,9410,8019,0,1,13000,0.021871648216331904
885,bepcuahoa,1397589,698794.5,42355,21177.5,476,3217,10496,0,2,43500,0.04045824630846408
886,bepcuahuyen27,1059152,1059152.0,37197,37197.0,721,3699,10866,0,1,1840,0.04955190567548378
887,bepcualuv,38603347,38603347.0,976462,976462.0,2218,97235,168127,0,1,173600,0.032226273022388445
888,bepcuameonici.vn,2277129,2277129.0,14656,14656.0,256,1279,1952,0,1,189900,0.007967488886224715
889,bepcuaming,415959,415959.0,10114,10114.0,113,596,3537,0,1,21400,0.034522633240295315
890,bepcuaoc_1995,6121513,6121513.0,63368,63368.0,913,212,1824,0,1,49100,0.010833432845768685
891,bepcuatui.khg,11290470,5645235.0,238416,119208.0,2225,22783,51835,0,2,63100,0.02792257541094392
892,bepcuatui2,19460125,4865031.25,550434,137608.5,3324,33032,105618,0,4,309400,0.0355808608629184
893,bepcuatui3939,3366790,3366790.0,39604,39604.0,470,13320,7392,0,1,89900,0.01805458611912237
894,bepcuavo,3336,3336.0,57,57.0,3,7,7,0,1,19700,0.022182254196642687
895,bepcuicotu,645037,645037.0,25728,25728.0,1517,1291,2526,0,1,21400,0.04815537713340475
896,bepgacon,286692,286692.0,2317,2317.0,42,131,737,0,1,149,0.011255982029495067
897,bephangduong182,523886,261943.0,4877,2438.5,123,1284,1189,0,2,101800,0.0142645537387905
898,bepkhoinhabao,7819547,2606515.6666666665,147026,49008.666666666664,4451,23744,27592,0,3,107200,0.02593666870983703
899,beplinhchi,2223,2223.0,67,67.0,30,28,30,0,1,10300,0.06972559604138552
900,bepmaymap,1103559,367853.0,7045,2348.3333333333335,64,564,2296,0,3,2260,0.00903349979475497
901,bepmebin_95,279698,279698.0,548,548.0,7,60,128,0,1,1266,0.002656436585174009
902,bepmebo1995,314882,314882.0,3285,3285.0,97,299,803,0,1,9567,0.014240255079680643
903,bepminhhue99,82849,82849.0,1128,1128.0,87,219,604,0,1,62200,0.02459896920904296
904,bepmuongfood,114,114.0,2,2.0,0,1,0,0,1,1936,0.02631578947368421
905,bepnangut,61545,61545.0,532,532.0,16,33,83,0,1,61000,0.010788853684296043
906,bepnha.sam,387999,193999.5,2950,1475.0,236,155,408,0,2,4868,0.009662396037103189
907,bepnha_shu,2683895,894631.6666666666,47164,15721.333333333334,680,9255,17645,0,3,56700,0.027849077553332005
908,bepnhabi.saigon,5213,5213.0,23,23.0,4,4,2,0,1,19,0.006330328026088625
909,bepnhachin,56050121,1648532.9705882352,841360,24745.882352941175,18142,174912,128956,0,34,92100,0.02075588739585415
910,bepnhacuacom,10984441,3661480.3333333335,188064,62688.0,4155,35373,34654,0,3,301900,0.02387431458733312
911,bepnhagiang.official,4519975,1129993.75,55630,13907.5,619,12353,10006,0,4,272500,0.01739124663300129
912,bepnhagum_245,306,306.0,7,7.0,0,0,1,0,1,390,0.026143790849673203
913,bepnhalinh,4886521,1628840.3333333333,111423,37141.0,1357,13089,49418,0,3,1100000,0.03587153314188152
914,bepnhalinh168,1646271,823135.5,19670,9835.0,286,3984,4257,0,2,25200,0.017127799736495388
915,bepnhalinh79,575999,575999.0,9826,9826.0,171,2145,3527,0,1,1758,0.027203172227729562
916,bepnhangan.88,129251,129251.0,1675,1675.0,180,255,305,0,1,15400,0.01868457497427486
917,bepnhanhu,95986,95986.0,2645,2645.0,96,157,212,0,1,25000,0.03240055841476882
918,bepnhanhu20,37893,37893.0,579,579.0,87,63,94,0,1,3787,0.021719051012060276
919,bepnhanhu_0509,2561,2561.0,397,397.0,83,74,71,0,1,4376,0.24404529480671613
920,bepnhano,32436685,4633812.142857143,852023,121717.57142857143,5456,46861,207330,0,7,1900000,0.03427199789374284
921,bepnhanoo888,63992,63992.0,2212,2212.0,88,880,670,0,1,676,0.060163770471308914
922,bepnhaot,523763,523763.0,306,306.0,23,13,58,0,1,216,0.000763704194454362
923,bepnhaphuongg,1038002,1038002.0,9628,9628.0,112,583,184,0,1,1559,0.010122331170845529
924,bepnhasugoijp,113407,56703.5,1648,824.0,363,345,216,0,2,6469,0.022679376052624618
925,bepnhayen992,1404474,1404474.0,17791,17791.0,872,6635,2447,0,1,18100,0.01975472668059359
926,bepppp559,235,235.0,24,24.0,2,1,0,0,1,1091,0.1148936170212766
927,bepquan.officical,4632810,4632810.0,125712,125712.0,1342,10402,28956,0,1,28400,0.03592031617959726
928,bepquechoa,317815,317815.0,8838,8838.0,335,393,684,0,1,155700,0.03225146704844013
929,beptrenban,269974,269974.0,14300,14300.0,245,173,511,0,1,200200,0.05640913569454836
930,beptruongreview,10864163,1086416.3,491605,49160.5,3359,4628,12386,0,10,1700000,0.047125397511064586
931,bepviethonatsugi,11455,11455.0,165,165.0,9,13,8,0,1,2632,0.017023134002618942
932,bepviettihon,1056216,1056216.0,57267,57267.0,323,5269,1919,0,1,12900,0.061330258204761144
933,bepxua,16941115,2823519.1666666665,290290,48381.666666666664,2918,34327,71607,0,6,1100000,0.023560550766581773
934,bepxua_1993,399075,399075.0,15877,15877.0,378,574,1220,0,1,55000,0.04522708764016789
935,besauthichanrau,1273353,636676.5,28104,14052.0,1103,515,3678,0,2,18100,0.026229961369706595
936,bessuna,1471,367.75,264,66.0,30,21,28,0,4,1264,0.23317471108089735
937,bestchichy,18223822,18223822.0,142394,142394.0,685,14214,9171,0,1,51100,0.009134417577169048
938,bestcuisinetv,378123,378123.0,12303,12303.0,64,209,667,0,1,694000,0.03502299516294962
939,besteverfoodofficial,2976428,2976428.0,216155,216155.0,1560,8541,12409,0,1,182000,0.0801850405922804
940,bestfoodintownn,4644524,1548174.6666666667,194848,64949.333333333336,946,815,2670,0,3,114600,0.04290622677372321
941,bestsong7474,58836,58836.0,1550,1550.0,28,64,225,0,1,22300,0.031732272758175264
942,bestsuplly12,1027404,1027404.0,10811,10811.0,474,291,1011,0,1,61000,0.012251266298359749
943,bethanh117_,41156012,2743734.1333333333,1839561,122637.4,13981,25878,109256,0,15,1100000,0.04832042521515447
944,bethanhne_02,3791398,473924.75,76104,9513.0,2363,5298,8166,0,8,152800,0.024247256552859923
945,bethaoxinkdep_01,16257,16257.0,1347,1347.0,15,7,48,0,1,30700,0.08716245309712739
946,bethuibinhthuan99,6072049,6072049.0,65945,65945.0,1004,2039,1132,0,1,17300,0.011547996401214813
947,bethunauan,2215832,2215832.0,77912,77912.0,1267,2667,14070,0,1,58300,0.04328667516309901
948,bfamilychannel,445,445.0,16,16.0,2,1,5,0,1,3019,0.05393258426966292
949,bh_tuyen,4100,4100.0,23,23.0,5,5,2,0,1,195,0.00853658536585366
950,bhoreview,235151,235151.0,2787,2787.0,428,1898,908,0,1,249,0.025604824134279676
951,bi_bean2017,316,316.0,4,4.0,2,2,3,0,1,962,0.03481012658227848
952,bia.pauloo,18605587,18605587.0,1339877,1339877.0,14137,32318,32309,0,1,117900,0.07624811837433562
953,bibanviahe,2113683,2113683.0,23501,23501.0,0,387,675,0,1,10500,0.011620947890483105
954,bibeonauan,4243502,2121751.0,97336,48668.0,1563,23366,26665,0,2,58000,0.035096012680093
955,bich_ha1995,783,783.0,58,58.0,3,1,2,0,1,886,0.08173690932311622
956,bichbau,24393231,4065538.5,903263,150543.83333333334,7761,24452,40226,0,6,247300,0.039998883296763765
957,bichngoc2111hp,944563,472281.5,14421,7210.5,212,1418,1571,0,2,5198,0.018656246327666867
958,bichngocamthuc,6570159,2190053.0,105170,35056.666666666664,679,693,3056,0,3,53700,0.01668117925304395
959,bichnhu860,145,145.0,8,8.0,11,4,8,0,1,2340,0.21379310344827587
960,bichthuy.ct,46736,46736.0,658,658.0,254,181,292,0,1,4063,0.0296345429647381
961,bichtram0904,822343,822343.0,20247,20247.0,277,500,1539,0,1,66100,0.027437456146644404
962,bichtran_05,220,220.0,3,3.0,1,0,0,0,1,2,0.01818181818181818
963,bieuradioofficial,319801,319801.0,12697,12697.0,89,413,1186,0,1,388300,0.04498109762008249
964,bigbosssandwichco,986,986.0,5,5.0,0,1,1,0,1,2116,0.007099391480730223
965,bihaynoidayroi,1477388,1477388.0,15695,15695.0,217,520,1513,0,1,22800,0.01214643681957617
966,bihcapcut,12837,12837.0,65,65.0,0,4,5,0,1,168,0.005764586741450494
967,bihuyyy,15300832,3060166.4,374999,74999.8,3531,5011,14045,0,5,590500,0.025984600053121296
968,bikashyonzan7,1880,1880.0,159,159.0,5,0,8,0,1,1384,0.09148936170212765
969,bikinngilerr,41012163,41012163.0,882141,882141.0,13718,68820,83005,0,1,434300,0.025545689945687577
970,bikysousa,24208,12104.0,1016,508.0,17,15,75,0,2,4111,0.04638962326503635
971,bimsuaeothon,577717,577717.0,6082,6082.0,282,2131,2071,0,1,614,0.018289231578783382
972,binbin987654,5505004,5505004.0,15148,15148.0,89,143,1044,0,1,44800,0.002983467405291622
973,binbunne,102373657,3102232.0303030303,4170471,126377.90909090909,33573,243697,815822,0,33,1600000,0.051415209285724746
974,bingando1006,418,418.0,8,8.0,2,0,1,0,1,13,0.02631578947368421
975,binganhoa_,129972,129972.0,5697,5697.0,143,426,1208,0,1,138700,0.05750469331856092
976,bingeto.kemtuyet,144258,144258.0,748,748.0,15,107,98,0,1,16400,0.006710199780948023
977,binguyen10992,754459,377229.5,16303,8151.5,347,1740,810,0,2,1000000,0.0254486990015362
978,binh.ma91,240,240.0,3,3.0,0,0,0,0,1,58,0.0125
979,binh.thanh003,209,209.0,29,29.0,5,7,14,0,1,11,0.2631578947368421
980,binh.thanh71311216,831,831.0,78,78.0,11,7,20,0,1,2650,0.13959085439229843
981,binh_hero,475,475.0,10,10.0,3,0,0,0,1,373,0.02736842105263158
982,binhan.real,2380935,2380935.0,146519,146519.0,493,2108,4672,0,1,205200,0.06459311152971417
983,binhan9292,1152,1152.0,81,81.0,40,5,3,0,1,1390,0.11197916666666667
984,binhanan01,7017977,7017977.0,360585,360585.0,3956,28135,22747,0,1,42700,0.059194123890688156
985,binhanniee,51371155,5707906.111111111,2801645,311293.8888888889,17742,68815,163327,0,9,2800000,0.0594016038767281
986,binhanniee.e,2467535,2467535.0,33459,33459.0,1369,1013,2778,0,1,3150,0.015650841832030752
987,binhfthaan,480,480.0,3,3.0,0,1,0,0,1,45,0.008333333333333333
988,binhgau_3101,19181,19181.0,314,314.0,14,36,48,0,1,31000,0.02147958917678953
989,binhl3,1572131,786065.5,83327,41663.5,381,294,3523,0,2,959000,0.05567284151257115
990,binhlam_22,68,68.0,10,10.0,0,0,0,0,1,164,0.14705882352941177
991,binhlangthang_,6538,6538.0,534,534.0,30,17,49,0,1,18300,0.09635974304068523
992,binhmihn,67,67.0,4,4.0,2,0,0,0,1,40,0.08955223880597014
993,binhthaman19,1026470,1026470.0,28187,28187.0,831,734,3631,0,1,18500,0.03252213898116847
994,binhthan_02,174776,87388.0,12876,6438.0,219,388,87,0,2,2237,0.07764223920904471
995,binhtubi_,64550,64550.0,1894,1894.0,58,56,147,0,1,372800,0.03338497288923315
996,binhyen3939,17194,17194.0,871,871.0,64,54,153,0,1,9918,0.06641851808770502
997,birendrashrestha538,320,320.0,10,10.0,0,0,0,0,1,149,0.03125
998,bitesapp1,2086,2086.0,56,56.0,0,1,10,0,1,107,0.03211888782358581
999,biteswithlily,49098818,12274704.5,4429196,1107299.0,11783,119694,313988,0,4,3300000,0.09928265482887999
1000,biti2210,5709,1427.25,31,7.75,6,12,8,0,4,495,0.009984235417761429
1001,biunie206,60884,60884.0,1128,1128.0,39,108,142,0,1,34100,0.023273766506799815
1002,blackintown,227451,227451.0,3724,3724.0,50,3250,5156,0,1,334,0.05354999538362109
1003,blindboxahihi,270,270.0,6,6.0,0,0,1,0,1,1660,0.025925925925925925
1004,blinhne,2193247,548311.75,83981,20995.25,545,6410,12392,0,4,387500,0.047111884799112914
1005,blogbymegs,8322170,8322170.0,327153,327153.0,1307,20292,58615,0,1,425100,0.04894961290144277
1006,blogcuarot,37503,37503.0,1086,1086.0,39,176,288,0,1,205000,0.04236994373783431
1007,blogtamsu.giaitri,5340762,5340762.0,114507,114507.0,426,718,2058,0,1,688300,0.0220397388986815
1008,blogyeubep,1279612,639806.0,16677,8338.5,330,5913,6778,0,2,30000,0.023208597606149364
1009,blongyo,209728,209728.0,3315,3315.0,17,68,264,0,1,6257,0.017470247177296307
1010,bloomieinlove,57082,57082.0,2663,2663.0,28,963,1355,0,1,3772,0.08775095476682666
1011,bm.weddings,14262591,14262591.0,1626782,1626782.0,2176,46142,73698,0,1,38700,0.12261432722848184
1012,bm_ad9368,51208,51208.0,412,412.0,246,126,82,0,1,538,0.01691142009061084
1013,bmckhoinguyen,177329,177329.0,6548,6548.0,18,554,620,0,1,135,0.04364768312007624
1014,bmichaca2,363489,363489.0,8087,8087.0,299,228,629,0,1,2988,0.025428554921882094
1015,bmicute00,56352,56352.0,1678,1678.0,94,126,231,0,1,527,0.03778038046564452
1016,bmidangiupheets,255045,255045.0,2679,2679.0,178,53,176,0,1,26300,0.012099825520986493
1017,bmjnhh,121617,121617.0,4897,4897.0,33,62,635,0,1,453,0.04626820263614462
1018,bmo.pxl,797,797.0,16,16.0,4,2,1,0,1,46,0.028858218318695106
1019,bn.gic,626,626.0,203,203.0,26,7,15,0,1,83,0.4009584664536741
1020,bnh.m.huynh.hoa,70061612,7006161.2,1080820,108082.0,42224,137384,56102,0,10,206400,0.018791032099004516
1021,bnh.mi532,2588,323.5,336,42.0,30,5,72,0,8,1220,0.17117465224111283
1022,bnh.su.que,2843,2843.0,142,142.0,1,16,23,0,1,550,0.06401688357368976
1023,bnnhuhao_0211,119419,119419.0,4625,4625.0,189,632,1708,0,1,106,0.059906715011849035
1024,bobantrasua,8055556,1006944.5,126701,15837.625,1763,13666,13240,0,8,44300,0.019287309280700177
1025,bobeemilktea,25665,25665.0,1281,1281.0,44,17,37,0,1,3790,0.05373076173777518
1026,bohanjnn_,182,182.0,33,33.0,13,6,8,0,1,8307,0.32967032967032966
1027,bolavannghi,2536,2536.0,10,10.0,1,1,1,0,1,26,0.005126182965299685
1028,bolonton_,1617177,323435.4,46603,9320.6,1199,18282,14117,0,5,31900,0.04959321088538855
1029,bombom_vlog,6885426,6885426.0,152914,152914.0,1142,1647,6040,0,1,768800,0.02349063079030985
1030,bomielatuine,742333,742333.0,67278,67278.0,560,550,5612,0,1,10500,0.0996857205593716
1031,bomvn_news,3013630,3013630.0,37114,37114.0,406,370,949,0,1,81700,0.012887779853532118
1032,bon.tq1,160819495,3829035.595238095,3482751,82922.64285714286,38384,421362,728388,0,42,1300000,0.029044271031941744
1033,bon01092,174,174.0,13,13.0,0,0,1,0,1,1361,0.08045977011494253
1034,bonbebong_21,110139,110139.0,914,914.0,24,17,70,0,1,1453,0.0093064218850725
1035,bone_edit_preset3,4515,4515.0,570,570.0,30,52,86,0,1,3104,0.16345514950166112
1036,bong_son,274864,274864.0,8424,8424.0,118,63,24,0,1,1284,0.031393707433494386
1037,bongbaby.23,446796,111699.0,2253,563.25,17,209,840,0,4,18300,0.007428446091728664
1038,bongbong.foodreview,454079,227039.5,10683,5341.5,254,294,906,0,2,33200,0.026728829124447507
1039,bongdauoyy,172,172.0,27,27.0,10,1,0,0,1,1130,0.22093023255813954
1040,bonggil.eating.show,9184124,9184124.0,512762,512762.0,8408,144287,33221,0,1,1200000,0.0760745390632792
1041,bonhaylua,844,844.0,20,20.0,9,1,2,0,1,1001,0.037914691943127965
1042,bonsaibodoi,30147,30147.0,1015,1015.0,31,13,21,0,1,5866,0.03582446014528809
1043,bontala0,32234,32234.0,984,984.0,46,21,79,0,1,7147,0.035056151889309425
1044,boofood04,37795,37795.0,378,378.0,31,46,96,0,1,183,0.01457864796930811
1045,boongfun22,560588,560588.0,6543,6543.0,181,222,253,0,1,965400,0.01284187317602232
1046,bopbop_xinh,1681534,1681534.0,158400,158400.0,12640,985,7160,0,1,48000,0.10656043826648762
1047,bopfood42,220028,220028.0,5072,5072.0,72,458,1406,0,1,20000,0.03185049175559474
1048,bosothaumocvi,356382,356382.0,23613,23613.0,232,671,1107,0,1,787,0.07189757058437295
1049,bossmansburgrfactory,42077319,42077319.0,2086898,2086898.0,16108,680383,199261,0,1,395400,0.07088498200182383
1050,botfoodbanhtrang,29948277,29948277.0,2400844,2400844.0,28059,68924,99835,0,1,93200,0.0867382787998121
1051,botuoihungrau,5403893,2701946.5,79383,39691.5,785,559,3011,0,2,13700,0.015495865665733945
1052,bow_o_,2487663,2487663.0,96227,96227.0,234,7654,21450,0,1,32400,0.050475084446727714
1053,boycheck2k,22907236,7635745.333333333,721098,240366.0,5131,34735,174652,0,3,1800000,0.04084368799448349
1054,boytubynv02,2326695,1163347.5,93368,46684.0,1553,1392,5780,0,2,82100,0.043878978551120794
1055,bp.m.bond,18144,18144.0,164,164.0,36,12,40,0,1,14900,0.013888888888888888
1056,bruna_schiavon,6067412,6067412.0,885473,885473.0,38991,32397,33345,0,1,25200,0.16320071885673826
1057,brutishappetency,729607,729607.0,21144,21144.0,175,2173,8844,0,1,84800,0.044319750221694695
1058,bryandiscoversworld,58974,58974.0,2408,2408.0,70,13,85,0,1,53900,0.04368026587987927
1059,bsducungbuouhanoi,604492,604492.0,3376,3376.0,206,6603,849,0,1,3809,0.01825334330313718
1060,bskitchendaily,2929760,2929760.0,72738,72738.0,760,3441,23467,0,1,5331,0.0342710665720059
1061,bslandinhduong.medici,1338571,1338571.0,24916,24916.0,913,640,1148,0,1,798100,0.020631703510684156
1062,bt6755,433,433.0,11,11.0,2,3,2,0,1,18,0.04157043879907621
