,author.uniqueId,total_views,avg_views,total_likes,avg_likes,total_comments,total_shares,total_collects,total_reposts,total_videos,followers,engagement_rate
0,...hong_anh...93,4343,4343.0,332,332.0,5,1,8,0,1,6149,0.07966843195947501
1,.a.mukbang,1306308,1306308.0,51121,51121.0,335,1216,2215,0,1,101400,0.04201689035051458
2,.angihomnay,267,267.0,23,23.0,4,4,0,0,1,7,0.11610486891385768
3,.banhsukem,23768603,3395514.714285714,948173,135453.2857142857,9135,43139,91250,0,7,191800,0.04593021306300585
4,.binhhai,217,217.0,21,21.0,0,0,1,0,1,1639,0.10138248847926268
5,.bloxfuit,551886,551886.0,4965,4965.0,465,4491,1387,0,1,1276,0.02048973882287284
6,.bnh.m014,326,163.0,8,4.0,0,0,1,0,2,44,0.027607361963190184
7,.coanvattuoitho,1057,1057.0,35,35.0,1,2,3,0,1,54,0.03878902554399243
8,.com____________,1221,1221.0,30,30.0,5,2,2,0,1,23,0.03194103194103194
9,.cuongbaotu,4651730,4651730.0,59088,59088.0,4199,67543,3468,0,1,5837,0.028870549236520607
10,.dacsantaybac,2460,2460.0,637,637.0,144,116,112,0,1,1127,0.41016260162601625
11,.dang_an_com,513408,513408.0,4194,4194.0,396,844,169,0,1,783,0.010913347668910497
12,.diande,637641,212547.0,22763,7587.666666666667,218,2482,4034,0,3,83500,0.04625957239261591
13,.dommmmm.chuaaaaa,5061,5061.0,297,297.0,16,1,35,0,1,1408,0.0689587038134756
14,.jp.in.vietnam,167983,167983.0,8380,8380.0,159,107,204,0,1,5279,0.052683902537756795
15,.mebanhbao20,9589690,4794845.0,90528,45264.0,2109,6129,10777,0,2,77700,0.011422996989475156
16,.nhn183,2395969,2395969.0,59712,59712.0,3575,15646,7413,0,1,22700,0.03603802887266071
17,.nm.3446,72417,72417.0,809,809.0,707,56,122,0,1,602,0.02339229738873469
18,.tanannguyen,3032,3032.0,93,93.0,9,3,8,0,1,2303,0.03726912928759894
19,.toan292,787,196.75,90,22.5,1,1,6,0,4,3364,0.12452350698856417
20,05061993chomthao,2005522,1002761.0,51306,25653.0,800,1387,8256,0,2,7048,0.030789490217509458
21,05th5anhsinh28hoabinh,170842,170842.0,10059,10059.0,493,4310,708,0,1,139900,0.09113683988714719
22,0808van01,3343,3343.0,237,237.0,34,0,5,0,1,4332,0.08256057433443015
23,0_0nguyenngocluan0_0,245,245.0,9,9.0,3,0,0,0,1,13,0.04897959183673469
24,0_18888,31549,31549.0,1692,1692.0,16,35,24,0,1,1618,0.056008114361786425
25,1000flz,1052,350.6666666666667,18,6.0,2,0,0,0,3,148,0.019011406844106463
26,1001days.rongchoi,1069999,1069999.0,32152,32152.0,1033,3983,5573,0,1,53400,0.03994489714476369
27,100t1p,375464,375464.0,7218,7218.0,16,7,33,0,1,15700,0.01937336202671894
28,109_hoahong,207420,207420.0,4535,4535.0,225,399,1875,0,1,1202,0.033911869636486354
29,1108ng,5714598,714324.75,123447,15430.875,1763,17832,28799,0,8,84600,0.030070531645445576
30,12inni3vita,58955,58955.0,1743,1743.0,31,778,863,0,1,63900,0.05792553642608769
31,133508062fgh,327215,327215.0,32140,32140.0,409,3220,3961,0,1,2514,0.12141863912106719
32,15101996b,9456,9456.0,52,52.0,2,3,0,0,1,1749,0.006027918781725888
33,168.phuc,2860682,2860682.0,12000,12000.0,295,36932,786,0,1,536500,0.017482893939277416
34,17th333,1575582,1575582.0,139308,139308.0,2117,9000,3632,0,1,31000,0.09777783701514742
35,17tiktok202,30353,30353.0,519,519.0,11,6,20,0,1,5100,0.01831779395776365
36,1803_nth,371,185.5,44,22.0,3,3,0,0,2,312,0.1347708894878706
37,1969.14pt,4218103,4218103.0,107610,107610.0,1077,5889,4619,0,1,39300,0.028257963354616993
38,1992at,61609,61609.0,206,206.0,35,93,18,0,1,174,0.005713450956840721
39,1994hairsalon.com,871242,871242.0,7562,7562.0,223,1571,2834,0,1,6574,0.013991520151691493
40,1997tea,97836,97836.0,2886,2886.0,58,248,1265,0,1,135200,0.04555582812052823
41,1chutvungtau,179067,179067.0,2171,2171.0,240,501,436,0,1,2716,0.018696912328904823
42,1m63.com,5975,5975.0,44,44.0,1,4,3,0,1,406,0.008702928870292887
43,1phutsaigon,9260256,544720.9411764706,272653,16038.411764705883,5838,71146,85198,0,17,199900,0.04695712515939084
44,21.th.05_,80,80.0,9,9.0,2,0,1,0,1,2251,0.15
45,2177473753,702,140.4,42,8.4,3,3,0,0,5,21,0.06837606837606838
46,21mda.saigon,9999,9999.0,213,213.0,1,4,12,0,1,540,0.023002300230023004
47,23.11.loan,86112,86112.0,2022,2022.0,0,240,134,0,1,7333,0.027824228911185432
48,25._.o8,996271,996271.0,67787,67787.0,290,572,2809,0,1,1878,0.07172546425621142
49,25noibanh,145,145.0,2,2.0,1,0,1,0,1,3,0.027586206896551724
50,2612tunguyen,947,947.0,28,28.0,2,1,3,0,1,1413,0.03590285110876452
51,264hn,40413,40413.0,1130,1130.0,39,570,801,0,1,1416,0.06285106277682924
52,2anhemreview,12762,12762.0,114,114.0,4,16,25,0,1,2772,0.012458862247296662
53,2aw.hair.studio,2043019,2043019.0,43219,43219.0,466,1223,5178,0,1,14900,0.024515679981439234
54,2himhim,1393515,1393515.0,64537,64537.0,369,452,2419,0,1,13200,0.0486374384201103
55,2hom_nay_an_gi,29847,14923.5,1027,513.5,34,209,517,0,2,9238,0.059872013937749186
56,2k10_thidocap3,55303,55303.0,2142,2142.0,32,179,788,0,1,47100,0.05679619550476466
57,2na_027,385,385.0,39,39.0,2,0,0,0,1,120,0.10649350649350649
58,2themthian,7635617,7635617.0,58911,58911.0,593,862,4394,0,1,439400,0.008481305440018795
59,3.tienn,3774046,3774046.0,114161,114161.0,1252,21986,45723,0,1,19400,0.04852140116999104
60,30418624033thuhoa,32879,32879.0,589,589.0,173,36,11,0,1,11600,0.024605371209586665
61,30533588873,239,239.0,11,11.0,4,0,1,0,1,261,0.06694560669456066
62,30668058497,45,45.0,16,16.0,1,0,0,0,1,2,0.37777777777777777
63,30668685017,1606,401.5,59,14.75,11,2,0,0,4,31,0.0448318804483188
64,30792147857,141,141.0,14,14.0,3,0,0,0,1,4,0.12056737588652482
65,30880776849,388,64.66666666666667,17,2.8333333333333335,2,0,0,0,6,50,0.04896907216494845
66,30days__giamcanlanhmanh,22315721,162888.47445255474,645255,4709.890510948905,6553,23662,97721,0,137,112900,0.03464781621888892
67,30daysgiamcantainha,72667,72667.0,2348,2348.0,77,263,1520,0,1,2004,0.05790799124774657
68,31717267585,492,123.0,12,3.0,1,2,0,0,4,397,0.03048780487804878
69,31859561441,343,85.75,32,8.0,5,0,0,0,4,3,0.10787172011661808
70,333d4j,5809553,5809553.0,1031892,1031892.0,4024,60053,114309,0,1,13900,0.20832549423337735
71,365vietcom,1566,1566.0,45,45.0,4,1,2,0,1,85,0.033205619412515965
72,3doibanhutieu,617,617.0,12,12.0,1,2,3,0,1,768,0.029173419773095625
73,3thuyduyen6,562426,562426.0,16296,16296.0,93,491,737,0,1,26000,0.03132323185627976
74,3tl.team,4069597,4069597.0,372748,372748.0,1004,928,2583,0,1,2100000,0.09270279096431416
75,3tvofficial,831181,831181.0,27830,27830.0,1084,3991,2718,0,1,168700,0.042858294402783506
76,44doooo,53266368,53266368.0,1576348,1576348.0,15880,14641,34267,0,1,1600000,0.03080998501718758
77,4mayman,17302,17302.0,310,310.0,10,22,27,0,1,35900,0.02132701421800948
78,584.nha.trang,8770,8770.0,51,51.0,44,9,5,0,1,675,0.012428734321550741
79,59.23,437002,437002.0,11629,11629.0,165,129,508,0,1,1600000,0.028446094068219366
80,5foodsnauan,1877713,1877713.0,45534,45534.0,208,1513,5061,0,1,77800,0.027861552857119273
81,60giay.com,72859954,14571990.8,3940431,788086.2,65942,161930,109747,0,5,10000000,0.05871606781415206
82,68.kiegiang,600,600.0,52,52.0,3,0,0,0,1,1405,0.09166666666666666
83,69s.news,1025921,1025921.0,31198,31198.0,121,184,695,0,1,189500,0.031384482820801994
84,7979_thanh_thanh,3132543,3132543.0,56016,56016.0,1574,13378,3231,0,1,564200,0.023686506458171525
85,7amzagnl,3405,3405.0,42,42.0,1,0,5,0,1,2220,0.014096916299559472
86,7i.com.vn,1479,1479.0,58,58.0,5,0,0,0,1,93,0.04259634888438134
87,7mkgt4,3721198,3721198.0,170538,170538.0,1573,1999,8739,0,1,15600,0.0491371327190867
88,7montar,32211887,32211887.0,4934890,4934890.0,37896,349121,381524,0,1,396200,0.17705982266732775
89,7nucuoixuan.official,3058846,3058846.0,75033,75033.0,586,402,3310,0,1,144100,0.025934944093295314
90,86thuylinh,609,609.0,55,55.0,3,1,5,0,1,15200,0.10509031198686371
91,8nguyenthuha,218,218.0,9,9.0,0,1,3,0,1,890,0.05963302752293578
92,9493.corner,341637,341637.0,13488,13488.0,178,1573,3296,0,1,48400,0.05425349127875494
93,9cloud2,201408,201408.0,2584,2584.0,57,176,792,0,1,51900,0.017918851286939944
94,9food,19785,19785.0,41,41.0,0,1,5,0,1,8417,0.00237553702299722
95,_.charmingg._,5813835,5813835.0,184671,184671.0,911,2797,14821,0,1,1900000,0.03495111230366875
96,_.ngoctai._,285190,142595.0,9440,4720.0,205,2155,2574,0,2,99600,0.05040148672814615
97,_0302wh,30959,30959.0,4766,4766.0,38,152,355,0,1,1277,0.17154946865208826
98,_123_huyen,168,168.0,13,13.0,0,0,0,0,1,211,0.07738095238095238
99,_15th12__,713,713.0,9,9.0,2,0,2,0,1,162,0.0182328190743338
100,_19th10.9,59916,59916.0,4822,4822.0,101,432,249,0,1,169400,0.0935309433206489
101,___foodtour,501884,125471.0,5831,1457.75,119,399,1308,0,4,3282,0.01525651345729292
102,___songtutayyy___,4958247,4958247.0,261764,261764.0,2302,2908,7421,0,1,81100,0.05534113165398981
103,__kail04,3679,3679.0,9,9.0,8,5,0,0,1,1204,0.005979885838543082
104,_amthuctaybac,2454399,1227199.5,8339,4169.5,708,712,64,0,2,5917,0.004002201761001369
105,_atwhuu,639,639.0,54,54.0,1,0,7,0,1,1480,0.09702660406885759
106,_babi.girl,76198,76198.0,914,914.0,54,127,92,0,1,3152,0.015577836688626999
107,_bop_280404,158993,158993.0,7370,7370.0,290,1784,746,0,1,5886,0.0640908719251791
108,_bqviet018_,197645,197645.0,9545,9545.0,142,952,571,0,1,418,0.05671785271572769
109,_buonkhongcau,1996524,1996524.0,170137,170137.0,829,7174,20792,0,1,67300,0.09963917288246973
110,_busidatim_,1312082,1312082.0,96295,96295.0,5507,168557,7641,0,1,80500,0.21187700158983966
111,_caphee,742485,371242.5,100568,50284.0,351,2631,5515,0,2,66200,0.14689185640113941
112,_com,12198,2033.0,1134,189.0,36,14,70,0,6,45,0.102803738317757
113,_cuong_1910,3493,3493.0,102,102.0,29,18,5,0,1,3224,0.04408817635270541
114,_d.tzrinh14_,552865,552865.0,2851,2851.0,25,54,76,0,1,11900,0.00543713203042334
115,_dacsantaybac_27,1067,533.5,181,90.5,21,1,16,0,2,2188,0.20524835988753515
116,_doan._,103095,51547.5,18827,9413.5,143,939,2274,0,2,109500,0.21517047383481255
117,_doanhaimy,6889856,6889856.0,611083,611083.0,1573,6943,11575,0,1,1100000,0.091609171512438
118,_dt.wnhyiz,28946,28946.0,3874,3874.0,47,846,540,0,1,7506,0.1833413943204588
119,_emmanef_,262544,262544.0,4953,4953.0,63,1932,2089,0,1,26300,0.03442089706868182
120,_emthemkhong_,27886599,13943299.5,1643888,821944.0,13162,198935,104579,0,2,209600,0.07030488013256833
121,_giangiee_06,326,326.0,22,22.0,2,0,0,0,1,59,0.0736196319018405
122,_h.anh.t_,2760496,2760496.0,147276,147276.0,1134,4204,22755,0,1,10300,0.0635280761138578
123,_hangie26,1201,1201.0,42,42.0,9,0,0,0,1,256,0.042464612822647796
124,_helloanan_,7241998,905249.75,198029,24753.625,2905,30473,13755,0,8,52200,0.033852812442091255
125,_hi.hnn,847413,847413.0,29896,29896.0,319,3932,1901,0,1,7068,0.04253888009742593
126,_hienxinhne_,774603,774603.0,50877,50877.0,398,2209,18319,0,1,12100,0.092696516796346
127,_hlozzn_3110,67610,67610.0,423,423.0,102,40,21,0,1,9032,0.008667356899866883
128,_hnaiam_,28091,28091.0,440,440.0,22,123,138,0,1,265,0.02573778078388096
129,_hoang_1807,76285,76285.0,2940,2940.0,438,600,149,0,1,24400,0.054099757488366
130,_hoangquocnhat_,296325,296325.0,13699,13699.0,488,8010,900,0,1,6765,0.07794482409516577
131,_homnayangi_,711,142.2,27,5.4,0,0,0,0,5,1,0.0379746835443038
132,_hutieu01_,148,148.0,5,5.0,2,0,0,0,1,16,0.0472972972972973
133,_iamk.linh_,32142,32142.0,2024,2024.0,40,157,128,0,1,44600,0.07308194885196939
134,_italian_life_,3856941,3856941.0,83749,83749.0,909,21934,10137,0,1,47500,0.030264657924505455
135,_itsquincie,1056,1056.0,24,24.0,0,3,1,0,1,1076,0.026515151515151516
136,_jime_1989_,685748,685748.0,17461,17461.0,283,482,2340,0,1,35200,0.029990608795067576
137,_ka.liin07_,795706,795706.0,26929,26929.0,1147,328,835,0,1,7094,0.036745984069493004
138,_longdicafe_,1072572,536286.0,27768,13884.0,236,11192,13858,0,2,8546,0.04946427838877017
139,_love_love12,148,148.0,11,11.0,0,0,0,0,1,2548,0.07432432432432433
140,_m.duc_3110206,5949,5949.0,77,77.0,15,30,3,0,1,87500,0.021011934778954446
141,_marinamoris,13211495,13211495.0,957169,957169.0,2275,59117,344128,0,1,234600,0.10314419374945834
142,_me.con.carot_,2792031,2792031.0,51541,51541.0,530,374,2874,0,1,49200,0.019813175426777137
143,_meomoonn_,175746,175746.0,2768,2768.0,42,879,2551,0,1,9762,0.03550578676043836
144,_min.min710_,205,205.0,33,33.0,0,0,6,0,1,1567,0.1902439024390244
145,_minggthu_,2208,2208.0,110,110.0,11,106,74,0,1,12200,0.13632246376811594
146,_minhhlee_,430393,430393.0,42710,42710.0,66,1981,3136,0,1,12400,0.11127736742930298
147,_mon_thinhung_,651866,651866.0,4959,4959.0,178,365,861,0,1,35900,0.00976120859194988
148,_nara_r,1394156,464718.6666666667,51624,17208.0,3184,1004,2559,0,3,187900,0.04186834184983603
149,_ngadey,514,514.0,23,23.0,1,4,1,0,1,126,0.05642023346303502
150,_ngaymaiangi,207,69.0,7,2.3333333333333335,0,0,0,0,3,2,0.033816425120772944
151,_ngchou.27,779200,779200.0,62767,62767.0,246,381,5078,0,1,127600,0.0878747433264887
152,_ngvhaa_,145,145.0,17,17.0,2,0,0,0,1,23,0.1310344827586207
153,_nhanthaone,2692312,2692312.0,120808,120808.0,269,513,3398,0,1,24500,0.046424040007250277
154,_nhat.le,2874,2874.0,233,233.0,15,0,5,0,1,4000,0.08803061934585943
155,_nsan12_,481,481.0,25,25.0,5,0,0,0,1,639,0.062370062370062374
156,_paulydeez,14607927,14607927.0,850387,850387.0,9156,61130,31558,0,1,4732,0.06518590899311039
157,_pee205,260893,260893.0,6784,6784.0,44,81,2143,0,1,2808,0.03469621645655498
158,_pt.phg_,2292,2292.0,16,16.0,0,1,2,0,1,76,0.008289703315881327
159,_ptlinhhh,291890,291890.0,4720,4720.0,123,1171,2564,0,1,651,0.029387783068964335
160,_puong.an.uong__,536957,268478.5,2341,1170.5,54,644,1421,0,2,1696,0.008306065476378927
161,_qsangg.09,115625,57812.5,5996,2998.0,1372,719,275,0,2,24500,0.07232
162,_quynhutt104_,530921,530921.0,35233,35233.0,352,1023,4416,0,1,4740,0.07726949960540269
163,_ryn812_,3149,3149.0,229,229.0,12,1,1,0,1,3015,0.07716735471578279
164,_saigonfood,480485,240242.5,9833,4916.5,338,3568,3688,0,2,9318,0.03626960258905065
165,_scarlatee,4431399,4431399.0,843868,843868.0,5226,140086,21837,0,1,10900,0.22814849215789415
166,_seymarslann,13631576,13631576.0,449889,449889.0,6431,9067,36378,0,1,75800,0.036809023402723205
167,_suri.iu,9343,9343.0,476,476.0,9,3,15,0,1,50000,0.05383709729209034
168,_sweet.lab_,6248123,6248123.0,264471,264471.0,2917,16793,19304,0,1,2026,0.04857218719925968
169,_t.ruc2208,738,738.0,19,19.0,18,0,2,0,1,1248,0.052845528455284556
170,_t.zngan29_,495415,495415.0,28453,28453.0,71,57,982,0,1,18600,0.05967320327402279
171,_thanh_pha,5345531,2672765.5,272998,136499.0,1646,8129,25165,0,2,1000000,0.05760662504810093
172,_thanhdat_2210,408732,102183.0,18942,4735.5,3392,3178,1022,0,4,16200,0.06491784347689929
173,_thodiahue_,1247580,623790.0,14253,7126.5,192,1408,5285,0,2,24800,0.01694320203914779
174,_thuydung2,1166,1166.0,18,18.0,9,0,2,0,1,1711,0.024871355060034305
175,_thyle.21,724,724.0,4,4.0,0,0,1,0,1,1639,0.006906077348066298
176,_tidofood,22709303,3244186.1428571427,654469,93495.57142857143,5221,8983,35598,0,7,324400,0.031012444547505486
177,_tiemtracherrybienhoa_,419141,419141.0,11160,11160.0,498,2737,1038,0,1,3296,0.03682054487630654
178,_tma03,566353,566353.0,62763,62763.0,498,853,3044,0,1,24100,0.1185797550291073
179,_trasuamebenhien,1413186,1413186.0,35839,35839.0,319,671,1001,0,1,172200,0.026769300007217733
180,_trinhhavi_,3853738,1926869.0,255203,127601.5,508,1271,8832,0,2,631300,0.06897562833799288
181,_tt06.th4,1630003,1630003.0,219397,219397.0,3570,679,8302,0,1,29500,0.14229912460283817
182,_ttn006_,230795,230795.0,10903,10903.0,601,6499,654,0,1,6247,0.08083797309300461
183,_ttqueen,151095685,12591307.083333334,8125717,677143.0833333334,57845,105568,397028,0,12,2900000,0.05748779655752578
184,_tuanhoang_,1820585,1820585.0,32822,32822.0,1590,3589,3684,0,1,464500,0.022896486568877585
185,_tulinh2517,2006,2006.0,1,1.0,0,0,0,0,1,12100,0.0004985044865403788
186,_tumuoiot,2942420,2942420.0,112647,112647.0,1155,1852,5326,0,1,945800,0.04111581623289673
187,_tuyet_nhungg,32414,16207.0,156,78.0,119,69,28,0,2,8354,0.011476522490281978
188,_vididauangi,750405,250135.0,22756,7585.333333333333,628,5892,8610,0,3,883,0.05048740346879352
189,_wynz.hna_,279953,279953.0,9732,9732.0,275,314,544,0,1,1462,0.03881008597871786
190,a.quang.review,101620,101620.0,714,714.0,28,48,58,0,1,1800,0.008344814012989568
191,a3k12_chc,39406,39406.0,422,422.0,0,691,143,0,1,29,0.031873318783941534
192,a_l_o_ne_10,51990,51990.0,2435,2435.0,267,29,43,0,1,651,0.05335641469513368
193,aan_ne8,6293746,6293746.0,218201,218201.0,7328,74663,10101,0,1,78800,0.049301798960428335
194,aanggiiikk,62324,62324.0,3793,3793.0,0,485,805,0,1,3122,0.08155766638855015
195,aangiinhii,1438,479.3333333333333,114,38.0,13,4,6,0,3,386,0.0952712100139082
196,aanvattuoitho02,9921,9921.0,172,172.0,2,0,20,0,1,474,0.01955448039512146
197,aasu_1021,3566,3566.0,161,161.0,6,3,7,0,1,268,0.049635445877734156
198,abccfdvvwsx12,155168,155168.0,457,457.0,87,409,45,0,1,1786,0.006431738502784079
199,acasa_in_bucatarie,8135,8135.0,51,51.0,6,6,13,0,1,13000,0.009342347879532883
200,acquydaubo,1913,1913.0,16,16.0,0,1,3,0,1,3539,0.010454783063251438
201,acuongtuongotbacha24,55921,55921.0,206,206.0,10,4,17,0,1,268,0.004238121635879187
202,acupper,5249384,5249384.0,231860,231860.0,1954,431,7269,0,1,409500,0.04600806494628703
203,adam133.com,176100,176100.0,6794,6794.0,66,202,410,0,1,194000,0.04243043725156161
204,adavigo.com,13314,13314.0,32,32.0,1,13,6,0,1,7886,0.0039056632116569027
205,adeelchaudry1,4515121,4515121.0,181732,181732.0,700,5331,16062,0,1,1100000,0.045142754756738526
206,adinhsg,1894374,1894374.0,105536,105536.0,851,989,1160,0,1,1200000,0.057293860663205895
207,aecc.store,800669,800669.0,31199,31199.0,1761,331,549,0,1,25000,0.042264656181268415
208,aether.coffee.bis,1387759,1387759.0,29808,29808.0,919,9136,9284,0,1,773,0.03541465052649632
209,afrocom_,282772,282772.0,1653,1653.0,82,1215,316,0,1,90200,0.011549941295460654
210,agcqn,1230640,615320.0,59069,29534.5,152,506,8788,0,2,872900,0.055674283299746476
211,agintoro,235844,235844.0,2722,2722.0,35,839,1951,0,1,2864,0.023519784264174625
212,ahh_snack_food,674866,674866.0,6845,6845.0,1954,389,800,0,1,87400,0.014799975106169224
213,ahiensapashop,15132735,15132735.0,250176,250176.0,2192,1781,7798,0,1,23100,0.01730995751924553
214,ahngx_,572702,572702.0,43821,43821.0,229,611,700,0,1,4605,0.07920524112016372
215,ahsanriazz1,1682263,1682263.0,47130,47130.0,679,8698,9568,0,1,169900,0.03927744948322587
216,aiitrnh.nt,64761,64761.0,6274,6274.0,38,195,806,0,1,35700,0.11292290112876577
217,aintgotfirstlove_,646216,646216.0,47733,47733.0,651,21091,1086,0,1,61900,0.1091910444804833
218,ainzuon14,401,401.0,35,35.0,0,0,1,0,1,81,0.08977556109725686
219,aiphuongg2k,60655,60655.0,3464,3464.0,43,24,225,0,1,317900,0.06192399637292886
220,al_dante_channel,302208,302208.0,10073,10073.0,116,2963,3663,0,1,1000000,0.055640486022871666
221,alatunikterbaru,2774,2774.0,18,18.0,2,5,0,0,1,677,0.009012256669069935
222,albert_cancook,214152,214152.0,13707,13707.0,222,280,872,0,1,15100000,0.07042194329261459
223,ale.reeg,4946417,4946417.0,182093,182093.0,812,29775,29463,0,1,708800,0.0489532119916295
224,alexavierdj,14140953,14140953.0,907675,907675.0,7993,80408,25021,0,1,20300,0.07220849966759665
225,alexbarber719,75627,75627.0,1315,1315.0,111,20,85,0,1,1173,0.020244092718209105
226,alexiaeatsboba,5914662,5914662.0,723310,723310.0,19618,298429,57059,0,1,954800,0.1857106965706578
227,alfi1nnn,11606654,11606654.0,1166941,1166941.0,13428,145734,63039,0,1,6891,0.11968496691639123
228,alice_dh123,6722161,6722161.0,165157,165157.0,4358,8938,27992,0,1,92900,0.030711106145776632
229,alicepham2009,7932,7932.0,50,50.0,0,9,10,0,1,646,0.00869894099848714
230,aliebel.22,143,143.0,10,10.0,0,1,0,0,1,234,0.07692307692307693
231,aline.burdzinski,7249202,7249202.0,923212,923212.0,4698,25814,48210,0,1,242800,0.138213006066047
232,alinhng29783899,5177657,5177657.0,196253,196253.0,11441,232405,13432,0,1,5344,0.08759386726467203
233,allin.bbq,87548,87548.0,579,579.0,18,465,252,0,1,37,0.015008909398272947
234,almira._.daynee,8596931,4298465.5,162764,81382.0,1517,2165,14389,0,2,23200,0.021034832081355544
235,almiraaa023,4964784,4964784.0,173063,173063.0,2209,3308,16829,0,1,1500000,0.03935901340320143
236,aloneforver01,1102087,1102087.0,89756,89756.0,304,1935,11265,0,1,919100,0.09369496237592857
237,along_foods,45071810,9014362.0,288802,57760.4,4146,18648,30248,0,5,30100,0.007584430268054467
238,aloxuen,2013563,1006781.5,51582,25791.0,2125,18813,23596,0,2,265800,0.047734289912955294
239,aloynhunghe,242017,242017.0,2565,2565.0,49,13,104,0,1,170300,0.011284331265985447
240,alrasyidlettering,53501119,53501119.0,1105378,1105378.0,81550,18213,125625,0,1,1200000,0.024873610587472013
241,alya.ghina26,17954517,17954517.0,651453,651453.0,3378,263192,61702,0,1,40500,0.054567048503727504
242,alycubo,14623,14623.0,541,541.0,12,12,46,0,1,24300,0.04178349175955686
243,am.kafe11,109204,109204.0,2279,2279.0,166,207,249,0,1,1480,0.02656496099043991
244,am.thuc.doday,10188625,5094312.5,216706,108353.0,5522,18707,9884,0,2,10400,0.02461755143603774
245,am_thuc89,4551,4551.0,137,137.0,4,1,20,0,1,32700,0.035596572181938034
246,am_thuc_co_tam,1112198,556099.0,13348,6674.0,156,3058,1389,0,2,44500,0.016140111742693298
247,am_thuc_ngonngon,15164,1516.4,67,6.7,9,5,4,0,10,4382,0.005605381165919282
248,amazingfood30,73057576,24352525.333333332,1109673,369891.0,3934,22077,47062,0,3,967000,0.01618923135363812
249,amberhome_,5054771,5054771.0,43617,43617.0,1194,3561,5589,0,1,163500,0.010675261055347511
250,amee.lovely,767,767.0,6,6.0,0,0,0,0,1,277,0.007822685788787484
251,americanocoffee.caoboi,1638,1638.0,156,156.0,3,7,32,0,1,56700,0.12087912087912088
252,amnaashrafff,2511478,2511478.0,121128,121128.0,625,2063,6493,0,1,653900,0.051885383825779084
253,amthuc.12,4351658,4351658.0,90633,90633.0,9014,371451,11634,0,1,2154,0.11093059243166628
254,amthuc.tiktok,32,32.0,1,1.0,0,0,0,0,1,19,0.03125
255,amthuc48h,9741784,885616.7272727273,300041,27276.454545454544,3259,1546,6763,0,11,285600,0.03198685168958786
256,amthuc_vietnam3,7593225,2531075.0,97965,32655.0,8242,49600,6145,0,3,36900,0.02132848690773683
257,amthucbamien11,59261,59261.0,344,344.0,36,62,27,0,1,758,0.007914142522063414
258,amthucbaola,17627215,17627215.0,207908,207908.0,1445,8008,10058,0,1,868400,0.012901584283166683
259,amthucc.vietnam,331192,165596.0,1478,739.0,24,757,835,0,2,1098,0.009342013092103673
260,amthuccohuong,5343951,2671975.5,174048,87024.0,3657,4318,6247,0,2,448300,0.035230487704696396
261,amthucdangoaiofficial,1666683,1666683.0,85531,85531.0,966,2864,870,0,1,41800,0.05413806944691942
262,amthucdmx,3330423,1665211.5,97350,48675.0,778,7064,28030,0,2,403500,0.040001525331767165
263,amthucfun,18642839,2330354.875,343009,42876.125,179,1305,2557,0,8,50400,0.018615726928715097
264,amthucfunnytiktok,33,33.0,1,1.0,0,0,0,0,1,0,0.030303030303030304
265,amthuchanoimoingay,34760,34760.0,165,165.0,2,70,99,0,1,30,0.009666283084004603
266,amthuchungbaba1,4784503,4784503.0,74246,74246.0,0,308,1633,0,1,478600,0.015923702002067927
267,amthucjapan,53,53.0,1,1.0,0,0,0,0,1,0,0.018867924528301886
268,amthucmi,4638,2319.0,205,102.5,1,0,3,0,2,192,0.0450625269512721
269,amthucmientrung.vn,7336407,3668203.5,127446,63723.0,3103,13081,17327,0,2,204100,0.02193948618172356
270,amthucnd2,3383553,3383553.0,23065,23065.0,541,2506,1126,0,1,2021,0.008050117731272424
271,amthucnew,284,142.0,17,8.5,0,0,0,0,2,4,0.05985915492957746
272,amthucnghethuat,817,817.0,7,7.0,1,0,0,0,1,1,0.009791921664626682
273,amthucnhatbanchannel,23,23.0,2,2.0,0,0,1,0,1,2,0.13043478260869565
274,amthucnozz,35905,35905.0,173,173.0,0,7,13,0,1,1463,0.00537529591978833
275,amthucquehuong365,3017566,3017566.0,64765,64765.0,660,7155,4093,0,1,11900,0.025408889151057507
276,amthucsapa123,148020,148020.0,1951,1951.0,82,112,49,0,1,33700,0.01482232130793136
277,amthucsentayho,375954,375954.0,4457,4457.0,195,1183,521,0,1,10300,0.016906323645977966
278,amthuctaybacc,3082215,3082215.0,112285,112285.0,2099,1157,1735,0,1,213800,0.03804926002890778
279,amthucth841,10601763,10601763.0,591007,591007.0,5941,23854,43711,0,1,1100000,0.06267948076183179
280,amthuctiktok11,6217,1243.4,300,60.0,15,9,5,0,5,1183,0.052919414508605434
281,amthuctiktok19,21616916,3088130.8571428573,332241,47463.0,3847,14676,14455,0,7,123100,0.016895055705448456
282,amthuctiktok2021,1978,494.5,16,4.0,0,2,1,0,4,20,0.009605662285136502
283,amthuctiktok99,857,857.0,1,1.0,0,0,0,0,1,0,0.0011668611435239206
284,amthuctoancau1,3130,3130.0,35,35.0,8,8,8,0,1,3521,0.018849840255591055
285,amthuctrunghoa0123,572016,572016.0,6864,6864.0,94,111,485,0,1,13200,0.013205924309809516
286,amthuctrunghoa02,40113064,8022612.8,698645,139729.0,10452,47708,39609,0,5,1700000,0.019854230033387626
