Video ID,Bitrate,Codec Type,Quality Type
7276408973056593154,772848,h265_hvc1,28
7380356355900656903,2239312,h265_hvc1,2
7380356355900656903,2049405,h264,20
7380356355900656903,1400889,h265_hvc1,14
7380356355900656903,1120846,h265_hvc1,28
7427939017078918405,956528,h265_hvc1,14
7427939017078918405,945993,h264,24
7427939017078918405,739532,h265_hvc1,28
7427939017078918405,648955,h264,25
7459789946077973782,1973570,h265_hvc1,2
7459789946077973782,1718023,h264,20
7459789946077973782,1167343,h265_hvc1,14
7459789946077973782,948075,h264,24
7459789946077973782,894227,h265_hvc1,28
7467548059484917000,3671837,h264,20
7467548059484917000,1411249,h265_hvc1,14
7467548059484917000,1135699,h265_hvc1,28
7444766553578409234,436154,h264,20
7444766553578409234,237534,h265_hvc1,14
7444766553578409234,199322,h265_hvc1,28
7464188584942144776,1509096,h264,10
7409975723735141650,1963670,h264,20
7409975723735141650,1354656,h265_hvc1,2
7409975723735141650,837677,h265_hvc1,14
7409975723735141650,677166,h265_hvc1,28
7441588728201481480,1902055,h264,20
7441588728201481480,1079961,h265_hvc1,2
7403651406185434401,1274001,h264,20
7403651406185434401,1197690,h265_hvc1,2
7403651406185434401,674683,h265_hvc1,14
7403651406185434401,431730,h264,25
7403651406185434401,391514,h265_hvc1,28
7418432142302088456,1322322,h264,20
7418432142302088456,1286174,h265_hvc1,2
7418432142302088456,696527,h265_hvc1,14
7418432142302088456,568891,h265_hvc1,28
7402190089926823201,2244358,h265_hvc1,2
7402190089926823201,1665960,h264,20
7402190089926823201,1272892,h265_hvc1,14
7402190089926823201,818147,h265_hvc1,28
7402190089926823201,638707,h264,25
7397085831531449643,1323257,h265_hvc1,2
7397085831531449643,1097423,h264,20
7397085831531449643,640203,h265_hvc1,14
7397085831531449643,520919,h265_hvc1,28
7397085831531449643,398432,h264,25
7429369319731039496,1829456,h265_hvc1,2
7429369319731039496,1643895,h264,20
7429369319731039496,683442,h265_hvc1,14
7429369319731039496,520221,h265_hvc1,28
7258651936637963525,509668,h265_hvc1,2
7258651936637963525,506080,h264,20
7258651936637963525,329565,h265_hvc1,14
7258651936637963525,302069,h264,24
7258651936637963525,288071,h265_hvc1,28
7294055557172890887,1144999,h264,20
7294055557172890887,810945,h265_hvc1,2
7294055557172890887,682398,h264,24
7294055557172890887,619910,h265_hvc1,14
7294055557172890887,524773,h265_hvc1,28
7294055557172890887,512412,h264,25
7260023977517600007,1292776,h265_hvc1,2
7260023977517600007,1116522,h264,20
7260023977517600007,691149,h265_hvc1,14
7260023977517600007,662842,h265_hvc1,28
7260023977517600007,546739,h264,24
7169892090275433755,780188,h264,20
7169892090275433755,467655,h264,24
7169892090275433755,403269,h265_hvc1,14
7169892090275433755,341057,h265_hvc1,28
7126513825230146842,866542,h264,20
7126513825230146842,595759,h265_hvc1,14
7126513825230146842,506932,h265_hvc1,28
7126513825230146842,451837,h264,24
7219705476789832966,810079,h264,20
7219705476789832966,626569,h265_hvc1,2
7219705476789832966,497266,h264,24
7219705476789832966,438488,h265_hvc1,14
7219705476789832966,366382,h265_hvc1,28
7387997276381252881,1550720,h264,20
7387997276381252881,1536374,h265_hvc1,2
7387997276381252881,910301,h265_hvc1,14
7387997276381252881,761280,h265_hvc1,28
7371799918693846277,746692,h264,20
7371799918693846277,549610,h265_hvc1,2
7371799918693846277,411045,h265_hvc1,14
7371799918693846277,321437,h264,25
7371799918693846277,293948,h265_hvc1,28
7085235092653608193,1366030,h264,20
7085235092653608193,776858,h264,24
7085235092653608193,578457,h265_hvc1,14
7085235092653608193,510235,h265_hvc1,28
7138978632134905115,579888,h264,20
7138978632134905115,440626,h265_hvc1,14
7138978632134905115,339842,h265_hvc1,28
7138978632134905115,326974,h264,24
7430343448848370952,1112960,h264,20
7430343448848370952,670875,h265_hvc1,2
7430343448848370952,398061,h265_hvc1,14
7430343448848370952,343052,h265_hvc1,28
7373922197825539345,3112939,h264,20
7373922197825539345,2521320,h265_hvc1,2
7373922197825539345,1083220,h265_hvc1,14
7373922197825539345,888117,h265_hvc1,28
7236617800750566661,1514307,h264,20
7236617800750566661,923804,h264,24
7236617800750566661,583026,h265_hvc1,28
7290182806943042823,2441695,h264,10
7290182806943042823,1568757,h265_hvc1,2
7290182806943042823,1053725,h265_hvc1,14
7290182806943042823,751576,h265_hvc1,28
7383343612500774145,787204,h264,20
7383343612500774145,517338,h265_hvc1,2
7383343612500774145,302335,h265_hvc1,14
7383343612500774145,290800,h265_hvc1,28
7327627311900036360,889330,h264,20
7327627311900036360,622875,h265_hvc1,2
7327627311900036360,381598,h265_hvc1,14
7327627311900036360,334464,h265_hvc1,28
7231327841659538694,1066804,h264,20
7231327841659538694,505970,h265_hvc1,28
7438454959718321416,725321,h264,20
7438454959718321416,515569,h265_hvc1,2
7438454959718321416,335748,h265_hvc1,14
7438454959718321416,305571,h265_hvc1,28
6850664406578138370,1338476,h264,20
6850664406578138370,895980,h265_hvc1,28
7350899791267777793,1393204,h264,20
7350899791267777793,1356248,h265_hvc1,2
7350899791267777793,726907,h265_hvc1,14
7350899791267777793,598182,h265_hvc1,28
7054511578212748570,2741409,h264,20
7054511578212748570,1726905,h265_hvc1,14
7054511578212748570,1510900,h264,24
7054511578212748570,1229191,h265_hvc1,28
7348628178476289323,917707,h265_hvc1,2
7348628178476289323,870109,h264,20
7348628178476289323,510669,h265_hvc1,14
7348628178476289323,462461,h265_hvc1,28
7208379094952709403,2247647,h264,20
7208379094952709403,1496190,h265_hvc1,2
7208379094952709403,1045387,h265_hvc1,14
7208379094952709403,822497,h265_hvc1,28
7418090793350532359,889403,h264,20
7418090793350532359,449064,h265_hvc1,14
7418090793350532359,362477,h265_hvc1,28
7183194645461994779,939085,h265_hvc1,2
7183194645461994779,903108,h264,20
7183194645461994779,669140,h265_hvc1,14
7183194645461994779,563602,h265_hvc1,28
7183194645461994779,562132,h264,24
7262178499186691329,805383,h264,20
7262178499186691329,565323,h265_hvc1,14
7262178499186691329,472214,h265_hvc1,28
7442942061025692946,1088079,h264,20
7282701824455494914,1006898,h264,20
7282701824455494914,714973,h265_hvc1,14
7282701824455494914,614957,h265_hvc1,28
7402859085864979719,1296684,h264,20
7402859085864979719,530361,h265_hvc1,14
7402859085864979719,451964,h265_hvc1,28
7460188685271633160,1362386,h264,20
7460188685271633160,985447,h265_hvc1,2
7460188685271633160,617141,h265_hvc1,14
7460188685271633160,527505,h265_hvc1,28
7337675379085200641,1502687,h265_hvc1,2
7337675379085200641,1485663,h264,20
7337675379085200641,969103,h265_hvc1,14
7337675379085200641,707572,h265_hvc1,28
7379209603281653012,1774928,h264,20
7379209603281653012,1670560,h265_hvc1,2
7379209603281653012,918105,h265_hvc1,14
7379209603281653012,818847,h265_hvc1,28
7456134356805913878,954184,h264,20
7456134356805913878,572934,h265_hvc1,14
7456134356805913878,446094,h265_hvc1,28
7358018337831505173,679625,h265_hvc1,2
7358018337831505173,610879,h264,20
7358018337831505173,346367,h265_hvc1,14
7358018337831505173,281188,h265_hvc1,28
6886358776253877505,1172743,h264,20
6886358776253877505,634903,h265_hvc1,28
7338751268422290730,1280175,h264,20
7338751268422290730,706926,h264,24
7076764251922124038,1014049,h264,20
7076764251922124038,535550,h265_hvc1,14
7076764251922124038,535472,h264,24
7076764251922124038,388950,h265_hvc1,28
7341623487519345927,387997,h264,20
7341623487519345927,377027,h265_hvc1,14
7341623487519345927,310920,h265_hvc1,28
7338808221227846919,1007510,h265_hvc1,2
7338808221227846919,997548,h264,10
7338808221227846919,812402,h264,20
7338808221227846919,607617,h265_hvc1,14
7338808221227846919,432052,h265_hvc1,28
7438849590905933063,864329,h264,20
7319725508273507591,1384730,h265_hvc1,2
7319725508273507591,1344240,h264,20
7319725508273507591,823396,h265_hvc1,14
7319725508273507591,693966,h265_hvc1,28
7400293060254420241,1367966,h265_hvc1,2
7400293060254420241,1318951,h264,20
7400293060254420241,747956,h265_hvc1,14
7400293060254420241,622387,h265_hvc1,28
7233662390397832453,2477771,h264,20
7233662390397832453,1203640,h265_hvc1,14
7233662390397832453,894241,h265_hvc1,28
7065342664798948609,975279,h264,20
7065342664798948609,583920,h265_hvc1,14
7065342664798948609,551960,h264,24
7065342664798948609,516168,h265_hvc1,28
7411928373586300168,1115295,h264,20
7411928373586300168,850536,h265_hvc1,2
7411928373586300168,519303,h265_hvc1,14
7411928373586300168,439054,h265_hvc1,28
7415470401649757447,849237,h264,20
7413980864834440455,1116850,h264,20
7413980864834440455,838677,h265_hvc1,2
7413980864834440455,469067,h265_hvc1,14
7413980864834440455,401870,h265_hvc1,28
7442171180259298576,873207,h264,20
7442171180259298576,636050,h265_hvc1,2
7442171180259298576,367762,h265_hvc1,14
7442171180259298576,322693,h265_hvc1,28
7430076520896449813,843746,h264,20
7430076520896449813,424897,h265_hvc1,14
7430076520896449813,346341,h265_hvc1,28
7322728370033216770,1251423,h264,20
7322728370033216770,846648,h265_hvc1,2
7322728370033216770,527963,h265_hvc1,14
7322728370033216770,499474,h265_hvc1,28
7110499051400973594,2067798,h264,20
7110499051400973594,1399682,h265_hvc1,14
7110499051400973594,1047712,h264,24
7110499051400973594,879614,h265_hvc1,28
7281519404892933377,1343821,h264,20
7281519404892933377,996102,h265_hvc1,2
7281519404892933377,667006,h265_hvc1,14
7281519404892933377,562919,h265_hvc1,28
7132497632890572058,689773,h264,20
7132497632890572058,425897,h265_hvc1,14
7132497632890572058,377353,h264,24
7132497632890572058,307500,h265_hvc1,28
7349800686063783169,1343984,h264,20
7349800686063783169,1310400,h265_hvc1,2
7349800686063783169,784626,h265_hvc1,14
7349800686063783169,686987,h265_hvc1,28
7359962607379385601,2729366,h265_hvc1,2
7359962607379385601,2198307,h264,20
7359962607379385601,1497076,h265_hvc1,14
7359962607379385601,1025096,h265_hvc1,28
7199231204019932442,1243573,h264,20
7199231204019932442,1076778,h265_hvc1,2
7199231204019932442,700020,h264,24
7199231204019932442,600689,h265_hvc1,14
7199231204019932442,572962,h265_hvc1,28
7000623156432096538,796258,h264,20
7000623156432096538,566144,h265_hvc1,14
7000623156432096538,433350,h265_hvc1,28
7080468926563486982,2512766,h264,20
7080468926563486982,2042246,h265_hvc1,14
7080468926563486982,1598069,h265_hvc1,28
7080468926563486982,1378448,h264,24
7247856851012898054,1322157,h265_hvc1,2
7247856851012898054,1136593,h264,20
7247856851012898054,823678,h265_hvc1,14
7247856851012898054,678599,h265_hvc1,28
7247856851012898054,654882,h264,24
7377076734274850055,1527222,h264,20
7377076734274850055,1209034,h265_hvc1,2
7377076734274850055,687600,h265_hvc1,14
7377076734274850055,658638,h265_hvc1,28
7361658267656916225,847838,h264,20
7361658267656916225,548065,h265_hvc1,14
7361658267656916225,469694,h265_hvc1,28
7159187732378471722,1235993,h264,20
7159187732378471722,1212880,h265_hvc1,2
7159187732378471722,833933,h265_hvc1,14
7159187732378471722,712065,h264,24
7159187732378471722,607179,h265_hvc1,28
7224694789172710661,1083700,h264,20
7224694789172710661,686219,h264,24
7224694789172710661,445761,h265_hvc1,28
7427084193810615559,1871177,h264,20
7427084193810615559,1250423,h265_hvc1,2
7427084193810615559,808962,h265_hvc1,14
7427084193810615559,699677,h265_hvc1,28
7389201983682399489,1613441,h264,10
7389201983682399489,1085853,h264,20
7389201983682399489,746199,h265_hvc1,2
7389201983682399489,507287,h265_hvc1,14
7389201983682399489,411956,h265_hvc1,28
7270718825467809029,711388,h264,20
7270718825467809029,661956,h265_hvc1,2
7270718825467809029,439959,h265_hvc1,14
7270718825467809029,418128,h264,24
7270718825467809029,386042,h265_hvc1,28
7435627114717547794,724222,h264,20
7435627114717547794,655940,h265_hvc1,2
7435627114717547794,399900,h265_hvc1,14
7435627114717547794,350343,h265_hvc1,28
7386985358971440385,2925425,h264,20
7386985358971440385,2724326,h265_hvc1,2
7386985358971440385,963951,h265_hvc1,14
7386985358971440385,812645,h265_hvc1,28
7420415122180410645,948663,h264,20
7354022000832171281,1212333,h264,20
7354022000832171281,975775,h265_hvc1,2
7354022000832171281,662257,h265_hvc1,14
7354022000832171281,546319,h265_hvc1,28
7415590998551678226,983026,h264,20
7415590998551678226,611562,h265_hvc1,2
7415590998551678226,399070,h265_hvc1,14
7415590998551678226,346588,h265_hvc1,28
7321259614534749458,972608,h264,20
7321259614534749458,601041,h265_hvc1,2
7321259614534749458,421839,h265_hvc1,14
7321259614534749458,361724,h265_hvc1,28
7243273637351017734,1077393,h264,20
7243273637351017734,785885,h265_hvc1,2
7243273637351017734,634956,h264,24
7243273637351017734,531408,h265_hvc1,14
7243273637351017734,397713,h265_hvc1,28
7083097408959253786,1139993,h264,20
7083097408959253786,900317,h265_hvc1,14
7083097408959253786,638191,h264,24
7083097408959253786,637890,h265_hvc1,28
7414003437936921863,1429358,h264,20
7414003437936921863,1303493,h265_hvc1,2
7414003437936921863,620498,h265_hvc1,14
7414003437936921863,505508,h265_hvc1,28
7409655234416348423,1463042,h264,20
7409655234416348423,748383,h265_hvc1,14
7409655234416348423,664536,h265_hvc1,28
7405245595163626759,1141022,h264,20
7405245595163626759,569780,h265_hvc1,2
7405245595163626759,378419,h265_hvc1,14
7405245595163626759,334533,h265_hvc1,28
7404800964919659777,1051585,h264,20
7404800964919659777,761307,h265_hvc1,2
7404800964919659777,515536,h265_hvc1,14
7404800964919659777,424782,h265_hvc1,28
7308002326692760834,1071868,h264,20
7308002326692760834,977960,h265_hvc1,2
7308002326692760834,587864,h265_hvc1,14
7308002326692760834,476388,h265_hvc1,28
7381371396900834567,1345335,h264,20
7381371396900834567,816421,h265_hvc1,2
7381371396900834567,524751,h265_hvc1,14
7381371396900834567,435584,h265_hvc1,28
7308379558267374850,3733682,h265_hvc1,2
7308379558267374850,2660353,h264,20
7308379558267374850,1329597,h265_hvc1,14
7308379558267374850,1029072,h265_hvc1,28
7411883809903267079,1386159,h265_hvc1,2
7411883809903267079,1335436,h264,20
7411883809903267079,630503,h265_hvc1,14
7411883809903267079,528642,h265_hvc1,28
7451520350719839509,1537053,h265_hvc1,2
7451520350719839509,1099592,h264,20
7451520350719839509,625879,h265_hvc1,14
7451520350719839509,505195,h265_hvc1,28
7422881781835140360,876170,h264,20
7316040855121382657,1598469,h265_hvc1,2
7316040855121382657,1144797,h264,20
7316040855121382657,679571,h265_hvc1,14
7316040855121382657,576882,h265_hvc1,28
7455503596772199688,1004305,h264,20
7455503596772199688,604570,h265_hvc1,14
7455503596772199688,510307,h265_hvc1,28
7420299033542970645,1052300,h264,20
7420299033542970645,772558,h265_hvc1,2
7420299033542970645,489024,h265_hvc1,14
7420299033542970645,450585,h265_hvc1,28
7318786592682904839,1569480,h264,20
7318786592682904839,1113941,h265_hvc1,14
7318786592682904839,951427,h265_hvc1,28
7372770455079423240,996027,h264,20
7372770455079423240,670636,h265_hvc1,2
7372770455079423240,474682,h265_hvc1,14
7372770455079423240,413099,h265_hvc1,28
7226211355680984326,1521747,h264,20
7226211355680984326,834406,h265_hvc1,14
7226211355680984326,676864,h265_hvc1,28
7446039504529476882,1232979,h264,20
7446039504529476882,581457,h265_hvc1,14
7446039504529476882,486062,h265_hvc1,28
7302636981886913800,1757920,h265_hvc1,2
7302636981886913800,1394367,h264,20
7302636981886913800,746322,h265_hvc1,14
7302636981886913800,607947,h265_hvc1,28
7440675449623022856,2301993,h264,20
7440675449623022856,1597159,h265_hvc1,2
7440675449623022856,956658,h265_hvc1,14
7440675449623022856,811933,h265_hvc1,28
7423318988748295444,1002242,h264,20
7423318988748295444,465000,h265_hvc1,28
7281798631085067538,832946,h264,20
7281798631085067538,365854,h265_hvc1,28
6973125192914570498,1440473,h264,20
6973125192914570498,838626,h265_hvc1,14
6973125192914570498,833016,h264,24
6973125192914570498,617435,h265_hvc1,28
7382211314124344593,1338596,h264,20
7382211314124344593,832643,h265_hvc1,2
7382211314124344593,533355,h265_hvc1,14
7382211314124344593,407536,h265_hvc1,28
7283833583515585794,1338522,h264,20
7283833583515585794,552108,h265_hvc1,14
7283833583515585794,438630,h265_hvc1,28
7459669883220004104,1951959,h264,20
7459669883220004104,945958,h265_hvc1,14
7459669883220004104,786385,h265_hvc1,28
7126371162577177883,898104,h264,20
7126371162577177883,693191,h264,30
7126371162577177883,578779,h265_hvc1,14
7126371162577177883,495893,h264,24
7126371162577177883,399302,h265_hvc1,28
7196894866486349082,1082100,h264,20
7196894866486349082,537763,h264,24
7196894866486349082,497306,h265_hvc1,14
7196894866486349082,387740,h265_hvc1,28
7415526276267511048,1288355,h264,20
7415526276267511048,926972,h265_hvc1,2
7415526276267511048,733836,h264,24
7415526276267511048,600267,h265_hvc1,14
7415526276267511048,493162,h265_hvc1,28
7383567209936735489,1492409,h264,20
7383567209936735489,943426,h265_hvc1,2
7383567209936735489,689995,h265_hvc1,14
7383567209936735489,592749,h265_hvc1,28
7294536203896900866,2077510,h264,20
7294536203896900866,1275983,h265_hvc1,2
7294536203896900866,809612,h265_hvc1,14
7294536203896900866,703363,h265_hvc1,28
7448924913739631880,1264938,h264,20
7448924913739631880,553908,h265_hvc1,14
7448924913739631880,452890,h265_hvc1,28
7458968550905105671,1166483,h264,20
7458968550905105671,800671,h265_hvc1,2
7458968550905105671,486473,h265_hvc1,14
7458968550905105671,417705,h265_hvc1,28
7273335924316998913,1487767,h264,20
7273335924316998913,1362046,h265_hvc1,2
7273335924316998913,631636,h265_hvc1,14
7273335924316998913,481666,h265_hvc1,28
7251923242338749701,1364197,h264,20
7251923242338749701,789872,h264,24
7251923242338749701,495413,h265_hvc1,14
7251923242338749701,419528,h265_hvc1,28
7200326018287029531,960641,h264,20
7200326018287029531,561536,h264,24
7200326018287029531,538323,h265_hvc1,2
7200326018287029531,351448,h265_hvc1,14
7200326018287029531,298421,h265_hvc1,28
7215918574781615387,1025709,h264,20
7215918574781615387,712617,h265_hvc1,14
7215918574781615387,525050,h265_hvc1,28
7215918574781615387,505663,h264,24
7398532744411712775,1853583,h264,20
7398532744411712775,1243048,h265_hvc1,2
7398532744411712775,748054,h265_hvc1,14
7398532744411712775,662437,h265_hvc1,28
7285221722725403906,1307394,h264,20
7285221722725403906,611574,h265_hvc1,14
7285221722725403906,505420,h265_hvc1,28
7236591494700764422,1149455,h264,20
7236591494700764422,840595,h265_hvc1,14
7236591494700764422,650278,h264,24
7236591494700764422,649455,h265_hvc1,28
7359439276372790536,980567,h264,20
7359439276372790536,618569,h265_hvc1,2
7359439276372790536,456562,h265_hvc1,14
7359439276372790536,382740,h265_hvc1,28
7147455978676489498,1123161,h264,20
7147455978676489498,668883,h264,24
7147455978676489498,539304,h265_hvc1,28
7237430481397091589,1981849,h264,20
7237430481397091589,1094367,h265_hvc1,2
7237430481397091589,974590,h264,24
7237430481397091589,579726,h265_hvc1,14
7237430481397091589,488585,h265_hvc1,28
7345050079742430482,1630980,h264,20
7345050079742430482,762812,h265_hvc1,14
7345050079742430482,609934,h265_hvc1,28
7286059057255927082,1398559,h264,20
7286059057255927082,861976,h265_hvc1,14
7286059057255927082,804513,h264,24
7286059057255927082,773326,h265_hvc1,28
7470778501608574226,838962,h264,20
7470778501608574226,764088,h265_hvc1,2
7470778501608574226,412656,h265_hvc1,14
7470778501608574226,339894,h265_hvc1,28
7270865866848210182,266796,h264,20
7230660143132773638,1219371,h264,20
7460095263349148935,1755979,h264,20
7460095263349148935,1251357,h265_hvc1,2
7460095263349148935,691797,h265_hvc1,14
7460095263349148935,575100,h265_hvc1,28
7320827879892290818,1170144,h264,20
7320827879892290818,1089262,h265_hvc1,2
7320827879892290818,629293,h265_hvc1,14
7320827879892290818,611499,h265_hvc1,28
7212216023171288346,2003631,h264,20
7212216023171288346,1571799,h265_hvc1,14
7212216023171288346,1300577,h265_hvc1,28
7430398836641631496,690215,h264,20
7430398836641631496,394340,h265_hvc1,14
7430398836641631496,333429,h265_hvc1,28
7348469641775254791,1395141,h264,20
7348469641775254791,727531,h265_hvc1,14
7348469641775254791,572245,h265_hvc1,28
7228873843660672257,1147444,h264,20
7228873843660672257,979591,h265_hvc1,2
7228873843660672257,657023,h264,24
7228873843660672257,631515,h265_hvc1,14
7228873843660672257,519666,h265_hvc1,28
7445875084306287890,1072268,h264,20
7445875084306287890,902195,h265_hvc1,2
7445875084306287890,515172,h265_hvc1,14
7445875084306287890,442053,h265_hvc1,28
7438454959718321416,725321,h264,20
7438454959718321416,515569,h265_hvc1,2
7438454959718321416,335748,h265_hvc1,14
7438454959718321416,305571,h265_hvc1,28
7441416112618704145,1677414,h264,20
7441416112618704145,1077530,h265_hvc1,2
7441416112618704145,616934,h265_hvc1,14
7441416112618704145,529897,h265_hvc1,28
7468151763749604615,2057544,h264,20
7468151763749604615,1744600,h265_hvc1,2
7468151763749604615,992862,h265_hvc1,14
7468151763749604615,828470,h265_hvc1,28
7130134737091415298,738908,h264,20
7130134737091415298,435061,h264,24
7130134737091415298,399902,h265_hvc1,14
7130134737091415298,342667,h265_hvc1,28
7252311749175545094,637926,h264,20
7252311749175545094,417184,h265_hvc1,14
7252311749175545094,380367,h264,24
7252311749175545094,353564,h265_hvc1,28
7185121770305883418,929916,h264,20
7185121770305883418,767920,h265_hvc1,2
7185121770305883418,558104,h264,24
7185121770305883418,499111,h265_hvc1,14
7185121770305883418,416155,h265_hvc1,28
7202786613506673962,1371380,h264,20
7202786613506673962,863189,h264,24
7469814052760472840,883457,h264,20
7469814052760472840,581004,h265_hvc1,2
7469814052760472840,386283,h265_hvc1,14
7469814052760472840,363708,h265_hvc1,28
7331316327354846472,2538855,h264,20
7331316327354846472,1796035,h265_hvc1,2
7331316327354846472,1189331,h265_hvc1,14
7331316327354846472,982855,h265_hvc1,28
7197222571065052443,1070159,h264,20
7197222571065052443,549851,h265_hvc1,28
7148655803287850266,883549,h264,20
7148655803287850266,522966,h265_hvc1,14
7148655803287850266,517663,h264,24
7148655803287850266,413961,h265_hvc1,28
7397592280607116551,1585635,h264,20
7397592280607116551,1118577,h265_hvc1,2
7397592280607116551,734476,h265_hvc1,14
7397592280607116551,639711,h265_hvc1,28
7242326188809571589,1029981,h264,20
7242326188809571589,638040,h265_hvc1,14
7242326188809571589,538930,h265_hvc1,28
7379209603281653012,1774928,h264,20
7379209603281653012,1670560,h265_hvc1,2
7379209603281653012,918105,h265_hvc1,14
7379209603281653012,818847,h265_hvc1,28
7446014546843536658,834389,h265_hvc1,2
7446014546843536658,783321,h264,20
7446014546843536658,438278,h265_hvc1,14
7446014546843536658,349233,h265_hvc1,28
7149312914510613806,1224583,h264,20
7149312914510613806,706141,h264,24
7290513384129170689,1728545,h264,20
7290513384129170689,897427,h265_hvc1,14
7290513384129170689,781006,h265_hvc1,28
7194329292786912538,767363,h265_hvc1,14
7194329292786912538,626792,h264,20
7194329292786912538,599446,h265_hvc1,28
7445537985048644882,984208,h264,20
7445537985048644882,980370,h265_hvc1,2
7445537985048644882,576096,h265_hvc1,14
7445537985048644882,468733,h265_hvc1,28
7261958907906575617,1440425,h264,20
7261958907906575617,1198148,h265_hvc1,2
7261958907906575617,895829,h264,24
7261958907906575617,795264,h265_hvc1,14
7261958907906575617,674646,h265_hvc1,28
7429221329150168341,2984553,h264,20
7429221329150168341,2260043,h265_hvc1,2
7429221329150168341,1133829,h265_hvc1,14
7429221329150168341,882469,h265_hvc1,28
7304130702243646722,1129419,h264,20
7304130702243646722,1086694,h265_hvc1,2
7304130702243646722,682814,h265_hvc1,14
7304130702243646722,529422,h265_hvc1,28
7411708427191225608,1824623,h264,20
7411708427191225608,1589652,h265_hvc1,2
7411708427191225608,987881,h265_hvc1,14
7411708427191225608,859777,h265_hvc1,28
7149145355148381467,1302896,h264,20
7149145355148381467,840797,h265_hvc1,28
7149145355148381467,741865,h264,24
7182508249881644314,2120347,h264,20
7182508249881644314,1480908,h265_hvc1,14
7182508249881644314,1241842,h265_hvc1,28
7337278126881312008,1887248,h264,20
7337278126881312008,970127,h265_hvc1,2
7337278126881312008,600916,h265_hvc1,14
7337278126881312008,515914,h265_hvc1,28
7382825190016797969,844414,h265_hvc1,2
7382825190016797969,786168,h264,20
7382825190016797969,520683,h265_hvc1,14
7382825190016797969,421211,h265_hvc1,28
7395162887620152594,2047511,h264,20
7395162887620152594,800263,h265_hvc1,14
7395162887620152594,634544,h265_hvc1,28
7375542210403618056,900963,h264,20
7375542210403618056,874623,h265_hvc1,2
7375542210403618056,554629,h265_hvc1,14
7375542210403618056,470727,h265_hvc1,28
7358653145309908242,1035689,h264,20
7358653145309908242,908975,h265_hvc1,2
7358653145309908242,635428,h265_hvc1,14
7358653145309908242,534416,h265_hvc1,28
7323396651161292040,2254050,h264,20
7323396651161292040,2025683,h265_hvc1,2
7323396651161292040,1415405,h265_hvc1,14
7323396651161292040,1114157,h265_hvc1,28
7460472525550603538,1231900,h264,20
7460472525550603538,548422,h265_hvc1,14
7460472525550603538,497488,h264,25
7460472525550603538,442379,h265_hvc1,28
7262178499186691329,805383,h264,20
7262178499186691329,565323,h265_hvc1,14
7262178499186691329,472214,h265_hvc1,28
7388819834676481298,1009304,h264,20
7388819834676481298,440804,h265_hvc1,14
7388819834676481298,368661,h265_hvc1,28
7022533515489168666,1563305,h264,20
7022533515489168666,1319020,h265_hvc1,14
7022533515489168666,1106800,h265_hvc1,28
7022533515489168666,882415,h264,24
7444902920685931794,677283,h264,20
7444902920685931794,324575,h265_hvc1,14
7444902920685931794,288281,h265_hvc1,28
7456835538797038855,851455,h264,20
7456835538797038855,528223,h265_hvc1,14
7456835538797038855,449107,h265_hvc1,28
7456835538797038855,406321,h264,25
7458985042069572885,901706,h264,20
7458985042069572885,492963,h265_hvc1,14
7458985042069572885,420244,h265_hvc1,28
7467933498859326738,882199,h264,20
7467933498859326738,712794,h265_hvc1,2
7467933498859326738,496036,h265_hvc1,14
7467933498859326738,439210,h265_hvc1,28
7371015626598403346,937887,h264,20
7371015626598403346,789404,h265_hvc1,2
7371015626598403346,571199,h264,24
7371015626598403346,543725,h265_hvc1,14
7371015626598403346,467209,h265_hvc1,28
7371015626598403346,436597,h264,25
7464502849876118792,459289,h264,20
7464502849876118792,291011,h265_hvc1,14
7464502849876118792,222463,h264,25
7462819713605831954,989613,h264,20
7462819713605831954,686397,h265_hvc1,14
7462819713605831954,572127,h265_hvc1,28
7462819713605831954,416127,h264,25
7390247993317838088,1459744,h264,10
7390247993317838088,956422,h264,20
7390247993317838088,754989,h265_hvc1,2
7390247993317838088,490289,h265_hvc1,14
7390247993317838088,415014,h264,25
7390247993317838088,352530,h265_hvc1,28
7457850988947426578,482709,h264,20
7457850988947426578,360523,h265_hvc1,2
7457850988947426578,220398,h265_hvc1,14
7457850988947426578,209124,h265_hvc1,28
7468129129142013191,256084,h264,20
7468129129142013191,191152,h265_hvc1,2
7468129129142013191,118682,h265_hvc1,14
7468129129142013191,103873,h265_hvc1,28
7461171658808659218,940226,h264,20
7461171658808659218,405660,h265_hvc1,28
7463295517154364677,732428,h265_hvc1,2
7463295517154364677,579895,h264,20
7463295517154364677,460708,h265_hvc1,14
7463295517154364677,373268,h265_hvc1,28
7463295517154364677,270966,h264,25
7452593675982441736,926419,h265_hvc1,2
7452593675982441736,879069,h264,20
7452593675982441736,550741,h265_hvc1,14
7452593675982441736,470372,h265_hvc1,28
7457899552226462983,687715,h264,20
7457899552226462983,444065,h265_hvc1,2
7457899552226462983,274113,h265_hvc1,14
7457899552226462983,245786,h265_hvc1,28
7369596248657071368,2230798,h264,10
7369596248657071368,1998262,h265_hvc1,2
7369596248657071368,1054060,h265_hvc1,14
7369596248657071368,825679,h265_hvc1,28
7435650349676989729,1440862,h264,20
7435650349676989729,671909,h265_hvc1,14
7435650349676989729,584666,h265_hvc1,28
7335691579547585810,832665,h264,20
7335691579547585810,568935,h265_hvc1,2
7335691579547585810,408521,h265_hvc1,14
