Challenge ID,Title,Description,View Count
1702172859182081,anngonnaugon,"📣 Alo alo, sàn đấu đáng mong chờ nhất của các đầu bếp tại gia “Ăn Ngon Nấu Gọn” đã chính thức trở lại! Nếu bạn đã có sẵn niềm đam mê bất tận với nấu ăn sao còn lăn tăn không trổ tài ngay để bí kíp có 1-0-2 được hàng triệu người trên TikTok biết đến. Đây cũng là cơ hội hiếm có khó tìm giúp bạn gắn kết tình cảm gia đình và mang về những phần quà siêu xịn sò đó nha. #AnNgonNauGon #AnCungTikTok

Cách thức tham gia:
🔥Bước 1: Quay video với một trong các nội dung:
-Bí kíp đi chợ: mua thức ăn / chuẩn bị nguyên vật liệu nấu ăn gọn gàng nhanh chóng
-Công thức nấu ăn: Chia sẻ các công thức nấu ăn với tiêu chí mới lạ, dinh dưỡng phù hợp với mọi gia đình.
-Món ngon quanh ta: Chia sẻ các món ngon, gọn mà bạn có thể thưởng thức tại nhà trong mùa dịch.
-Bí quyết nấu gọn: Chia sẻ các bí quyết / món ăn có thể nấu nhanh, nấu gọn tại nhà
🔥Bước 2: Đăng tải video lên tài khoản TikTok cá nhân ở chế độ công khai kèm hashtag #AnNgonNauGon #AnCungTikTok
Thời gian tham gia: 30/11 - 6/12/2021
Thời gian công bố kết quả: 13/12/2021

Lưu ý: 
🍕Số lượng video không giới hạn, khuyến khích các nhà sáng tạo đăng tải càng nhiều video chất lượng càng có cơ hội trúng giải thưởng cao hơn.
❌ Video tham gia không vi phạm các chính sách của TikTok
✅Video cần được đăng tải lần đầu (organic video) trên nền tảng.
✅Chất lượng: Khuyến khích các video full màn hình 9x16, nội dung mang nhiều thông tin hướng dẫn bổ ích, có tính sáng tạo hoặc giải trí cao là một điểm cộng.

🎁Giải thưởng:
Video thắng giải sẽ được quyết định dựa vào số lượng và chất lượng của video dự thi cùng với tương tác (lượt xem, lượt thích và lượt chia sẻ).
- 1 Giải Nhất: Nhận Code mua hàng trị giá 15 triệu đồng
- 2 Giải Nhì: Nhận Code mua hàng trị giá 10 triệu đồng
- 3 Giải Ba: Nhận Code mua hàng trị giá 5 triệu đồng
- 10 Giải Khuyến Khích: Nhận Code mua hàng trị giá 1 triệu đồng

Sàn đấu đã sẵn sàng, bạn hãy mau mau tranh tài!",0
1641318331922434,namngu,,0
31231947,nuocmam,,0
7249331585831567365,namnguottoilyson,,0
34140022,montet,,0
1671792374215682,tranquocthai,,0
7149526903593336859,master2023bytiktok,"⭐ Master 2023 by TikTok - sân chơi đặc biệt dành cho các nhà sáng tạo nội dung tài năng đa lĩnh vực đã chính thức trở lại từ ngày 21/08/2023 trên nền tảng TikTok!! Với sự đồng hành từ đơn vị đồng tổ chức Multimedia JSC, Master 2023 by TikTok hứa hẹn sẽ mang đến nhiều điều mới lạ và bất ngờ dành cho khán giả và các nhà sáng tạo nội dung.
🔥 Ở mùa này, các tên tuổi đình đám sẽ góp mặt trong dàn Ban giám khảo và Cố vấn chuyên môn, bao gồm: - Miss World Vietnam 2022 Huỳnh Nguyễn Mai Phương, Đạo diễn - Diễn viên Huỳnh Lập, Diễn viên - Fashionista Quỳnh Anh Shyn và Streamer - Nhạc sĩ ViruSs. 
🔥 Hãy giành lấy cơ hội trở thành Master 2023 với 3 lĩnh vực thi cực hấp dẫn: Entertainment Master, Lifestyle Master và Game Master. 

➡️ Tìm hiểu thêm tại: https://activity.tiktok.com/magic/eco/runtime/release/64de2d98a72eb104a882e503?appType=tiktok&amp;magic_page_no=1&amp;magic_source=htcdes

 
GIAI ĐOẠN 3: CHUNG KẾT

7.10.2023: Kết quả thí sinh có lượt bình chọn cao nhất của mỗi lĩnh vực và 02 thí sinh được cứu bởi nhà tài trợ cuộc thi sẽ trở lại đường đua tranh tài được công bố tại trang chủ của cuộc thi trên nền tảng TikTok và fanpage của TikTok.

12.10.2023: TOP 14 thí sinh xuất sắc nhất của 03 lĩnh vực sẽ tham gia buổi training cùng Học viện Xây dựng &amp; Đào tạo hình ảnh cá nhân iMage Coach để chuẩn bị cho phần tranh tài &amp; trình diễn tài năng tại Đêm Chung kết – Gala Night Master 2023 by TikTok. 

14.10.2023: Đêm trao giải sẽ diễn ra vào ngày 14/10/2023 và sẽ được livestream trên nền tảng TikTok. Ban tổ chức sẽ liên hệ và gửi giấy mời đến các thí sinh thắng giải về lịch trình và địa điểm của Đêm trao giải.

Dựa vào phần thi của các nhà sáng tạo nội dung trên sân khấu, cùng quá trình thể hiện của từng thí sinh qua các vòng thi của Master by 2023 by TikTok, Ban giám khảo cùng Ban tổ chức sẽ chọn ra Quán quân của mỗi lĩnh vực: Entertainment Master, Lifestyle Master &amp; Game Master. Bên cạnh đó, sẽ có một giải thưởng dành cho nhà sáng tạo nội dung toàn năng nhất – TikTok Master 2023, với số điểm được tính từ 50% điểm đánh giá từ BGK &amp; 50% bình chọn từ khán giả. Cổng bình chọn trên trang chủ chương trình sẽ được mở từ 20h00 – 22h00 ngay trong Gala Night Master 2023 by TikTok để các khán giả đang theo dõi chương trình có thể trực tiếp bình chọn cho nhà sáng tạo nội dung đầy đủ tố chất trở thành TikTok Master 2023. Sau khi tổng hợp điểm từ BGK &amp; kết quả từ bình chọn của khán giả trên trang chủ chương trình, chương trình sẽ công bố và trao giải TikTok Master 2023 ngay trong Gala Night Master 2023 by TikTok.",0
7250834892983828485,learnontiktok3nam,,0
1633116449609730,amthuctaybac,,0
40404788,sapatv,,0
1636483010861062,learnontiktok,Discover something new and #LearnOnTikTok 🧐 🧐,0
1636101895050242,ancungtiktok,Hashtag chính thức của mảng nội dung ẩm thực trên nền tảng TikTok.,0
1642772608440321,nhipsongtaybac,,0
1600902142645249,taybac,,0
1676787722235905,taybactv,,0
7132728288887668762,catcontv,,0
1608847671600146,vungcao,,0
1648635345902593,amthuctiktok,,0
1619610626084866,dacsantaybac,,0
1661309821264898,amthucvungcao,,0
1633116449609730,amthuctaybac,,0
5600217,mukbang,"나는 먹는다. 고로 존재한다
I eat, therefore I am",0
20105,trending,"Discover the top viral trends, sounds and effects of the week! 🔥",0
1604496473403393,xuhuong,,0
1604496473403393,xuhuong,,0
1636483010861062,learnontiktok,Discover something new and #LearnOnTikTok 🧐 🧐,0
1636101895050242,ancungtiktok,Hashtag chính thức của mảng nội dung ẩm thực trên nền tảng TikTok.,0
1595890763902978,monanngon,,0
7289411503089221634,bepcovang,,0
1608116289805313,amthuc,,0
1604611668845570,monngon,,0
1604496473403393,xuhuong,,0
20884,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,0
18973,cooking,,0
7297447684829347858,bepnhashu,,0
1599341507576834,monngonmoingay,,0
1603586515419138,homnayangi,,0
1673866703275010,suonchiensaot,,0
1644516955140097,amthuctrunghoa,,0
10576599,chinafood,,0
56941556,mubang,,0
5718,food,,0
38429367,frypage,,0
1604496473403393,xuhuong,,0
1706320111710217,mubang_tonghop,,0
7034727372863569921,ancaytrungquoc,,0
1682416232293377,mónngontrungquoc,,0
7013909780473479169,angimotngay,,0
4276162,calo,,0
1705891386069002,bunvietnam,,0
7240294950611451930,calothucpham,,0
7216892031728091163,foodfestontiktok,"#FoodFestOnTikTok balik lagi! Mulai bulan Mei sampai Juni 2024, TikTok akan mengadakan campaign kuliner yang terbesar untuk kedua kalinya! Kali ini gak cuma online campaign aja, tapi akan Festival Kuliner yang akan diadakan secara offline lho! Dengan tema Rasa Nusantara, kamu punya banyak kesempatan untuk membuat, mencicipi dan ikut merasakan banyak makanan Indonesia secara virtual. 

Buat video denganketentuan berikut:
- Online campaign: 6 Mei - 6 Juni 2024
- Offline campaign: 25-26 Mei 2024
- Upload video kuliner sebanyak-banyaknya dengan menggunakan fitur tag lokasi
- Durasi video minimal 60 detik
- Gunakan hashtag #FoodFestOnTikTok dan #Serunyakuliner

Dapatkan hadiah total senilai Rp 7.500.000 untuk 3 orang pemenang. Upload video sebanyak-banyaknya sekarang juga! Cek selengkapnya di sini ya https://bit.ly/4a3nqvj

Hashtag challenge ini didukung oleh AQUA",0
1636483010861062,learnontiktok,Discover something new and #LearnOnTikTok 🧐 🧐,0
1688824746231809,baonhieucalo,,0
1608116289805313,amthuc,,0
1648635345902593,amthuctiktok,,0
1604399499416578,anuong,,0
1611322645475330,thèmăn,,0
1630344177431554,nghêu,,0
82875994,sò,,0
1849502,whatthefood,,0
5600217,mukbang,"나는 먹는다. 고로 존재한다
I eat, therefore I am",0
1584670576776206,ẩmthực,"Những món ăn ngon bá cháy
..",0
1604496473403393,xuhuong,,0
1666925751060482,amthuclangchai,,0
1664871890534406,mupbang,,0
5718,food,,0
67464,seafood,,0
1608116289805313,amthuc,,0
1604611668845570,monngon,,0
1599341507576834,monngonmoingay,,0
23428,tiktok,,0
12363,video,,0
1590815864232961,videohay,,0
44895,trend,,0
5718,food,,0
1604496473403393,xuhuong,,0
20884,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,0
229207,fyp,,0
1636101895050242,ancungtiktok,Hashtag chính thức của mảng nội dung ẩm thực trên nền tảng TikTok.,0
1684926378162177,congthucmonngon,,0
1626598482572290,monngonnhalam,,0
1681883831216129,khamphaamthuc,,0
1664866677030913,monngonduongpho,,0
1626354325800961,amthucduongpho,,0
1608116289805313,amthuc,,0
1599341507576834,monngonmoingay,,0
23428,tiktok,,0
44895,trend,,0
1666876040519702,learontiktok,,0
1603964026348545,tiktokgiaitri,🙌 Bật cảm hứng sáng tạo cùng #TikTokGiaiTri!,0
1703810148815874,ancungtiktok😍,,0
7147151642587201563,kỳnamqui,,0
7231742585378144262,bepquetihon,,0
23661199,nhatkimanh,,0
1709317619267589,lauracoffee,,0
1636101895050242,ancungtiktok,Hashtag chính thức của mảng nội dung ẩm thực trên nền tảng TikTok.,0
1648635345902593,amthuctiktok,,0
1670912378604545,reviewamthuc,,0
1608116289805313,amthuc,,0
1676787722235905,taybactv,,0
1600902142645249,taybac,,0
7132728288887668762,catcontv,,0
1608847671600146,vungcao,,0
1661309821264898,amthucvungcao,,0
1633116449609730,amthuctaybac,,0
1648635345902593,amthuctiktok,,0
