Video ID,Hashtag ID,Hashtag Name,Hashtag View Count
7450065168614149392,1636101895050242,ancungtiktok,0
7450065168614149392,1636483010861062,learnontiktok,0
7450065168614149392,1702172859182081,anngonnaugon,0
7450065168614149392,1641318331922434,namngu,0
7450065168614149392,31231947,nuocmam,0
7450065168614149392,7249331585831567365,namnguottoilyson,0
7450065168614149392,34140022,montet,0
7450065168614149392,1671792374215682,tranquocthai,0
7276003560255655173,7149526903593336859,master2023bytiktok,0
7276003560255655173,7250834892983828485,learnontiktok3nam,0
7276003560255655173,1633116449609730,amthuctaybac,0
7276003560255655173,40404788,sapatv,0
7276003560255655173,1636483010861062,learnontiktok,0
7276003560255655173,1636101895050242,ancungtiktok,0
7358679310657408257,1642772608440321,nhipsongtaybac,0
7358679310657408257,1600902142645249,taybac,0
7358679310657408257,1676787722235905,taybactv,0
7358679310657408257,7132728288887668762,catcontv,0
7358679310657408257,1608847671600146,vungcao,0
7358679310657408257,1648635345902593,amthuctiktok,0
7358679310657408257,1619610626084866,dacsantaybac,0
7358679310657408257,1661309821264898,amthucvungcao,0
7358679310657408257,1633116449609730,amthuctaybac,0
7358679310657408257,5600217,mukbang,0
7358679310657408257,20105,trending,0
7358679310657408257,1604496473403393,xuhuong,0
7377729371546586375,1604496473403393,xuhuong,0
7377729371546586375,1636483010861062,learnontiktok,0
7377729371546586375,1636101895050242,ancungtiktok,0
7377729371546586375,1595890763902978,monanngon,0
7377729371546586375,7289411503089221634,bepcovang,0
7393210204537556244,1608116289805313,amthuc,0
7393210204537556244,1604611668845570,monngon,0
7393210204537556244,1604496473403393,xuhuong,0
7444894267010583816,20884,viral,0
7444894267010583816,18973,cooking,0
7444894267010583816,7297447684829347858,bepnhashu,0
7444894267010583816,1599341507576834,monngonmoingay,0
7444894267010583816,1603586515419138,homnayangi,0
7444894267010583816,1673866703275010,suonchiensaot,0
7213958908996619547,1644516955140097,amthuctrunghoa,0
7213958908996619547,10576599,chinafood,0
7213958908996619547,56941556,mubang,0
7213958908996619547,5718,food,0
7213958908996619547,38429367,frypage,0
7213958908996619547,1604496473403393,xuhuong,0
7213958908996619547,1706320111710217,mubang_tonghop,0
7213958908996619547,7034727372863569921,ancaytrungquoc,0
7213958908996619547,1682416232293377,mónngontrungquoc,0
7263327233626869010,7013909780473479169,angimotngay,0
7263327233626869010,4276162,calo,0
7263327233626869010,1705891386069002,bunvietnam,0
7263327233626869010,7240294950611451930,calothucpham,0
7263327233626869010,7216892031728091163,foodfestontiktok,0
7263327233626869010,1636483010861062,learnontiktok,0
7263327233626869010,1688824746231809,baonhieucalo,0
7334676012279631122,1608116289805313,amthuc,0
7334676012279631122,1648635345902593,amthuctiktok,0
7334676012279631122,1604399499416578,anuong,0
7334676012279631122,1611322645475330,thèmăn,0
7406341804762680584,1630344177431554,nghêu,0
7406341804762680584,82875994,sò,0
7406341804762680584,1849502,whatthefood,0
7406341804762680584,5600217,mukbang,0
7406341804762680584,1584670576776206,ẩmthực,0
7406341804762680584,1604496473403393,xuhuong,0
7255891314221288730,1666925751060482,amthuclangchai,0
7255891314221288730,1664871890534406,mupbang,0
7255891314221288730,5718,food,0
7255891314221288730,67464,seafood,0
7123411436407147802,1608116289805313,amthuc,0
7123411436407147802,1604611668845570,monngon,0
7123411436407147802,1599341507576834,monngonmoingay,0
7123411436407147802,23428,tiktok,0
7123411436407147802,12363,video,0
7123411436407147802,1590815864232961,videohay,0
7123411436407147802,44895,trend,0
7123411436407147802,5718,food,0
7123411436407147802,1604496473403393,xuhuong,0
7123411436407147802,20884,viral,0
7123411436407147802,229207,fyp,0
7123411436407147802,1636101895050242,ancungtiktok,0
7123411436407147802,1684926378162177,congthucmonngon,0
7123411436407147802,1626598482572290,monngonnhalam,0
7123411436407147802,1681883831216129,khamphaamthuc,0
7123411436407147802,1664866677030913,monngonduongpho,0
7123411436407147802,1626354325800961,amthucduongpho,0
7076720413232942363,1608116289805313,amthuc,0
7076720413232942363,1599341507576834,monngonmoingay,0
7076720413232942363,23428,tiktok,0
7076720413232942363,44895,trend,0
7403582729457044744,1666876040519702,learontiktok,0
7403582729457044744,1603964026348545,tiktokgiaitri,0
7403582729457044744,1703810148815874,ancungtiktok😍,0
7403582729457044744,7147151642587201563,kỳnamqui,0
7403582729457044744,7231742585378144262,bepquetihon,0
7403582729457044744,23661199,nhatkimanh,0
7403582729457044744,1709317619267589,lauracoffee,0
7028892840746945793,1636101895050242,ancungtiktok,0
7028892840746945793,1648635345902593,amthuctiktok,0
7028892840746945793,1670912378604545,reviewamthuc,0
7028892840746945793,1608116289805313,amthuc,0
7298617631622302977,1676787722235905,taybactv,0
7298617631622302977,1600902142645249,taybac,0
7298617631622302977,7132728288887668762,catcontv,0
7298617631622302977,1608847671600146,vungcao,0
7298617631622302977,1661309821264898,amthucvungcao,0
7298617631622302977,1633116449609730,amthuctaybac,0
7298617631622302977,1648635345902593,amthuctiktok,0
7298617631622302977,5600217,mukbang,0
7298617631622302977,1604496473403393,xuhuong,0
7349143173647584520,1644516955140097,amthuctrunghoa,0
7349143173647584520,1649431816937473,ănngonmỗingày,0
7349143173647584520,1596742844879873,ăncathegioi,0
7349143173647584520,1704092607475722,ăncungtiktok❤️,0
7349143173647584520,1706320111710217,mubang_tonghop,0
7386806446572293384,1598816274242561,khổ,0
7386806446572293384,41595259,ngon,0
7386806446572293384,1614187711752194,amthuctrungquoc,0
7386806446572293384,1659059183045634,ẩmthựctrungquốc,0
7386806446572293384,7090728508820815915,ẩm_thực_trung_quốc,0
7386806446572293384,1661649888502786,ẩmthựctrunghoa,0
7386806446572293384,7108592499748405249,móntrungquốc,0
7386806446572293384,1661862467239937,ẩmthựctạinhà,0
7386806446572293384,1707891233184778,mónngontrungquốc,0
7386806446572293384,1642468429560834,mónngonmỗingày,0
7386806446572293384,1613298072509457,mónngonmổingày,0
7386806446572293384,1662277668191234,monngontrungquoc,0
7386806446572293384,1661114719897601,monngontrunghoa,0
7386806446572293384,1608116289805313,amthuc,0
7386806446572293384,1604611668845570,monngon,0
7386806446572293384,1674502856465409,anthuctiktok,0
7386806446572293384,1662183978481666,monngontiktok,0
7386806446572293384,1628635722900482,monngonvietnam,0
7386806446572293384,1616799766431745,amthucvietnam,0
7386806446572293384,1687595342241793,amthuctuxuyen,0
7386806446572293384,9573758,doan,0
7386806446572293384,1578965583172621,đồăn,0
7386806446572293384,1606584881643522,đồănngon,0
7386806446572293384,1604962199649281,mónngon,0
7386806446572293384,1663134874018817,mónngontạinhà,0
7386806446572293384,1682416232293377,mónngontrungquoc,0
7386806446572293384,1621508555208706,nhàhàng,0
7386806446572293384,1652925913858049,giavị,0
7386806446572293384,1613551664775170,họcnấuăn,0
7386806446572293384,1707348496344073,họcnấuăntheotiktok,0
7386806446572293384,7043317295032860673,họcnấuănngonmõingày,0
7386806446572293384,1702292703861761,họcnấuănthôi,0
7386806446572293384,1587819804205057,nấuăn,0
7386806446572293384,1595010291788818,đầubếp,0
7386806446572293384,85010535,ăn,0
7386806446572293384,1601246521762818,súp,0
7386806446572293384,1589030000381953,uống,0
7386806446572293384,1693085712052229,nấuănởnhà,0
7386806446572293384,1667752776916993,thuốcbổ,0
7386806446572293384,1603229960912897,bổ,0
7386806446572293384,1621015395427330,sắcđẹp,0
7386806446572293384,1621180475191298,khỏemạnh,0
7386806446572293384,1602405770951686,khỏe,0
7386806446572293384,1578761644463118,nấm,0
7386806446572293384,7075233976788451354,súpnấm,0
7386806446572293384,1611832019673089,ănkiêng,0
7386806446572293384,1615181406849025,ngườibán,0
7386806446572293384,314926,vitamin,0
7386806446572293384,1661602054668290,làmtrắng,0
7386806446572293384,1635536556776450,muasắm,0
7386806446572293384,24388,mua,0
7386806446572293384,1608776550940673,bữatối,0
7386806446572293384,1644894920365057,bữatrưavuivẻ,0
7386806446572293384,1599809177554945,chợ,0
7386806446572293384,1643161068430337,nộitrợ,0
7386806446572293384,1627724372497409,dinhdưỡng,0
7386806446572293384,1670387911634946,nghiệnmuasắm,0
7386806446572293384,1676070720775169,sànhăn,0
7386806446572293384,1584670576776206,ẩmthực,0
7386806446572293384,1650336070845441,thíchănuống,0
7386806446572293384,1622246664921089,thíchăn,0
7386806446572293384,1667641193450497,ngườihoa,0
7386806446572293384,1662402040107010,thựcphẩm,0
7386806446572293384,1613643089478658,sứckhỏe,0
7386806446572293384,1590184044059650,tốt,0
7386806446572293384,86421818,đẹp,0
7386806446572293384,1661338781045761,nhàăn,0
7386806446572293384,73070727,anvat,0
7386806446572293384,1657152151564289,anvattrungquoc,0
7386806446572293384,7075558605721698331,muataitiktok,0
7386806446572293384,7077537968029696026,muataitiktokshop,0
7386806446572293384,1705175414113289,muasamcungtiktok,0
7386806446572293384,7175571950952480794,muasamtaitiktokshop,0
7386806446572293384,7137980866139324442,muasamonilne,0
7386806446572293384,7242143981033750533,nghiệnmuasắms,0
7386806446572293384,7239619361126744070,muasắmcùngtiktokshop,0
7386806446572293384,10626745,muối,0
7386806446572293384,1592658255266817,tiêu,0
7386806446572293384,7169337551008825370,amthuctrunghoa888,0
7386806446572293384,7175133005307412507,amthuctrunghoa888mónngon,0
7386806446572293384,7223634396149907462,setcanhnam,0
7386806446572293384,7197897572084613146,canhnamvannam,0
7386806446572293384,1661929165191170,canhnam,0
7386806446572293384,7236863072235585541,canhnamvannamn,0
7386806446572293384,7240472685211090950,goinamvannam,0
7386806446572293384,1665482274184193,canhbo,0
7386806446572293384,7083061746369298475,canhboibosinhlucquyong,0
7386806446572293384,7082967781099962395,canhdinhdưỡng,0
7386806446572293384,1685243276070914,canhboduong,0
7386806446572293384,1682843106871298,boibocothe,0
7386806446572293384,1665115469804545,monandinhduong,0
7386806446572293384,1636045654080513,lamtinh,0
7386806446572293384,7236998489551568902,setcanhnamvannam,0
7386806446572293384,1670383275911169,namvannam,0
7386806446572293384,1627504672077825,đuôiheo,0
7386806446572293384,1690466412007426,đuôiheohầm,0
7386806446572293384,7240471490760572934,cậtheo,0
7386806446572293384,1657691711444993,cật,0
7386806446572293384,7124484953462554650,cật_heo,0
7386806446572293384,1680893744514049,tăngcuongsinhlynam,0
7386806446572293384,1678141369051138,tangcuongsinhluc,0
7386806446572293384,1667622900260865,tangsinhly,0
7386806446572293384,1660972992950274,tangsinhlynamnu,0
7386806446572293384,1657612128541698,đaulưng,0
7386806446572293384,1660490234079234,tangcuongsinhlynam,0
7386806446572293384,1659771022632961,tangcuongsinhly,0
7386806446572293384,7031150619515682843,sinhlucphaimanh,0
7386806446572293384,1688563081317378,caithiensinhlynam,0
7386806446572293384,1674783404895233,caithiensinhly,0
7386806446572293384,1650909123056641,namgioi,0
7386806446572293384,1682429878619138,namgioiyeusinhly,0
7386806446572293384,1616139651905538,lautrungkhanh,0
7386806446572293384,1621737411512321,lautrungquoc,0
7386806446572293384,1620797330093058,lautuxuyen,0
7386806446572293384,1679595871116289,cốtlẩutrùngkhánh,0
7386806446572293384,7176844290970353691,cốtlẩutứxuyên,0
7386806446572293384,1679177483124738,cotlautrungkhanh,0
7386806446572293384,7053025144268128283,cotlautuxuyen,0
7386806446572293384,7193685876202897434,cotlautrungquoc,0
7386806446572293384,7214977161822732315,nhahangmonngon,0
7386806446572293384,7107584349880451073,monannhahang,0
7386806446572293384,1616559127376897,nhahang,0
7386806446572293384,7082019130706133019,nhahangmonau,0
7386806446572293384,1667091907702785,nhahangannhanh,0
7386806446572293384,1661937662770178,nhahangtrunghoa,0
7386806446572293384,7022872050872090625,nhahangtrungquoc,0
7386806446572293384,7079797032700870683,giavinhahang,0
7386806446572293384,7216464716116262938,giavịtrunghoa,0
7386806446572293384,1678358613405698,giavitrungquoc,0
7386806446572293384,1678358670045185,giavitrunghoa,0
7386806446572293384,1696386035649538,namtungnhung,0
7386806446572293384,1671445218939905,nambungde,0
7386806446572293384,1604496473403393,xuhuong,0
7386806446572293384,1667822435143681,xuhuingtiktok,0
7386806446572293384,1590937089974274,tiktoknews,0
7386806446572293384,1603964026348545,tiktokgiaitri,0
7386806446572293384,1644359724986370,nhactrend,0
7386806446572293384,1600127073184770,trendtiktok,0
7386806446572293384,229207,fyp,0
7386806446572293384,180049,pov,0
7386806446572293384,122636,pfp,0
7386806446572293384,46014,ib,0
7386806446572293384,20105,trending,0
7386806446572293384,84715653,viral_video,0
7386806446572293384,22907,top,0
7386806446572293384,1625816371350530,คุณผู้ชม,0
7386806446572293384,88764338,foryoupage,0
7386806446572293384,763263,xh,0
7386806446572293384,7042673099581587457,xuhuongtiktok2024,0
7386806446572293384,1633978250315777,kỷniệmxưa,0
7259278508759862529,40404788,sapatv,0
7259278508759862529,7103910557937303578,ngasumo,0
7259278508759862529,1633116449609730,amthuctaybac,0
7367411242576661767,7103910557937303578,ngasumo,0
7367411242576661767,1636101895050242,ancungtiktok,0
7367411242576661767,1604496473403393,xuhuong,0
7367411242576661767,1648635345902593,amthuctiktok,0
7367411242576661767,5600217,mukbang,0
7266295020137909505,1604496473403393,xuhuong,0
7266295020137909505,1655230720361473,anngonmoingay,0
7266295020137909505,1662960188623874,nấuănmỗingày,0
7266295020137909505,1636101895050242,ancungtiktok,0
7433307838321085704,1702172859182081,anngonnaugon,0
7433307838321085704,1599341507576834,monngonmoingay,0
7433307838321085704,1635322402804738,giadinhthanthuong,0
7433307838321085704,317323,treanding,0
7433307838321085704,7042673099581587457,xuhuongtiktok2024,0
7433307838321085704,1637679846513669,mecuacon,0
7433307838321085704,1677709064946690,xuhuongtiktokkk,0
7181856526963952923,1636101895050242,ancungtiktok,0
7181856526963952923,1706612291356681,reviewanngon,0
7181856526963952923,1636483010861062,learnontiktok,0
7181856526963952923,7181428087010099226,thangmucbang,0
7181856526963952923,5600217,mukbang,0
7181856526963952923,1599163184670722,foodtiktok,0
7181856526963952923,1248236,asmr,0
7181856526963952923,229207,fyp,0
7181856526963952923,1604496473403393,xuhuong,0
7181856526963952923,251048,foodie,0
7274886035203476778,5718,food,0
7274886035203476778,5600217,mukbang,0
7274886035203476778,20105,trending,0
7274886035203476778,1636101895050242,ancungtiktok,0
7274886035203476778,42164,foryou,0
7236381995184442630,1634172602564610,caohoangman,0
7236381995184442630,1671048669837313,manmanvlogs,0
7236381995184442630,1657696541581314,cocacaoky,0
7236381995184442630,1636101895050242,ancungtiktok,0
7236381995184442630,1706612291356681,reviewanngon,0
7236381995184442630,29653884,dqn,0
7236381995184442630,1609879969352706,tommuni,0
7238946595440463109,1604496473403393,xuhuong,0
7238946595440463109,1632235642364930,xuhuongtiktok,0
7238946595440463109,5600217,mukbang,0
7238946595440463109,5718,food,0
7238946595440463109,1599163184670722,foodtiktok,0
7238946595440463109,7224534329128337413,khinaomaplenthidoiten,0
7238946595440463109,1636101895050242,ancungtiktok,0
7238946595440463109,20527748,micay,0
7238946595440463109,23428,tiktok,0
7238946595440463109,1582562928207885,tiktokfood,0
7238946595440463109,57586889,2023,0
7370228415854546192,1613546904433665,banphimco,0
7370228415854546192,20884,viral,0
7370228415854546192,1695637179832322,thanhcongnghe,0
7370228415854546192,91210,keyboard,0
7370228415854546192,3112357,kicap,0
7370228415854546192,1641275110682625,lucky65,0
7372515794535697681,7022189281691041818,banphimcogiare,0
7372515794535697681,2200279,atas,0
7372515794535697681,460811,unboxing,0
7372515794535697681,91210,keyboard,0
7372515794535697681,22890147,desksetup,0
7372515794535697681,14609439,deskdecor,0
7372515794535697681,1671661331966978,decorbanhoc,0
7372515794535697681,1693093034469377,decorbanlamviec,0
7265988522153118977,1636483010861062,learnontiktok,0
7265988522153118977,1695637179832322,thanhcongnghe,0
7236976134804475142,1695766132809730,nghiensetup,0
7236976134804475142,22890147,desksetup,0
7236976134804475142,1613546904433665,banphimco,0
7236976134804475142,7128042304161447963,phimcocustom,0
7236976134804475142,1632296716875781,customkeyboard,0
7438270948878454023,1706503773588489,ghiendaphop,0
7438270948878454023,1695637179832322,thanhcongnghe,0
7438270948878454023,1636483010861062,learnontiktok,0
7438270948878454023,1692581160099842,vtmgr,0
7361442563905178897,1613546904433665,banphimco,0
7361442563905178897,20884,viral,0
7361442563905178897,1695637179832322,thanhcongnghe,0
7361442563905178897,91210,keyboard,0
7361442563905178897,3152334,soundtest,0
7361442563905178897,7012235343332605957,yunziikeyboard,0
7348744877397593352,7165850675601997850,thinhthothan,0
7348744877397593352,1597474022214661,numpad,0
7348744877397593352,1613546904433665,banphimco,0
7283730005132152072,7226581845410840582,thanhuyencutiexiu,0
7283730005132152072,7112668190504648730,thanhhuyenunbox,0
7283730005132152072,1604496473403393,xuhuong,0
7283730005132152072,85133,viralvideo,0
7283730005132152072,777347,review,0
7283730005132152072,2568369,unbox,0
7283730005132152072,460811,unboxing,0
7283730005132152072,1645522755124225,banphimbluetooth,0
7283730005132152072,1613546904433665,banphimco,0
7283730005132152072,91210,keyboard,0
7101621027746090266,1636483010861062,learnontiktok,0
7101621027746090266,1695637179832322,thanhcongnghe,0
7101621027746090266,1665559573037057,phimco,0
7381054895794818320,7303804446897602562,khaisangcongnghe,0
7381054895794818320,20884,viral,0
7381054895794818320,1613546904433665,banphimco,0
7120057717728873755,1636483010861062,learnontiktok,0
7120057717728873755,1695637179832322,thanhcongnghe,0
7120057717728873755,1665559573037057,phimco,0
7429876255153048849,73322,setup,0
7429876255153048849,13705093,setupgaming,0
7429876255153048849,91210,keyboard,0
7429876255153048849,1613546904433665,banphimco,0
7222503354629508378,1695766132809730,nghiensetup,0
7222503354629508378,1613546904433665,banphimco,0
7222503354629508378,7128042304161447963,phimcocustom,0
7222503354629508378,1632296716875781,customkeyboard,0
7122663704323280154,777347,review,0
7122663704323280154,1665994037533698,giaoheo,0
7122663704323280154,1636483010861062,learnontiktok,0
7355045079263808775,1604496473403393,xuhuong,0
7355045079263808775,20105,trending,0
7355045079263808775,1613546904433665,banphimco,0
7355045079263808775,1645522755124225,banphimbluetooth,0
7355045079263808775,7035253307924807682,banphimcokhongday,0
7355045079263808775,20884,viral,0
7355045079263808775,1623600785085441,keycap,0
7355045079263808775,7347690996421328897,duthudoxinh12,0
7405152306192305425,91210,keyboard,0
7405152306192305425,47891910,keyboardasmr,0
7405152306192305425,1609193749057537,banphim,0
7405152306192305425,1613546904433665,banphimco,0
7405152306192305425,7303804446897602562,khaisangcongnghe,0
7420271901299199240,1661588972333057,docongnghe,0
7420271901299199240,777347,review,0
7420271901299199240,1604496473403393,xuhuong,0
7420271901299199240,1613123321562117,tiktokshop,0
7420271901299199240,7067761792050528282,saleluongve,0
7420271901299199240,1613546904433665,banphimco,0
7361403623009455361,1613546904433665,banphimco,0
7361403623009455361,7219693514886479899,banphimcotrongsuot,0
7361403623009455361,7011963173452382214,eweadn,0
7361403623009455361,7361402780428271623,eweadnv82,0
7361403623009455361,7361402782441537544,banphimcoeweadnv82,0
7403221287398640912,91210,keyboard,0
7403221287398640912,47891910,keyboardasmr,0
7403221287398640912,1609193749057537,banphim,0
7403221287398640912,1613546904433665,banphimco,0
7403221287398640912,1700559417055234,banphimcute,0
7403221287398640912,7303804446897602562,khaisangcongnghe,0
7365523151985397008,7086,hot,0
7365523151985397008,91210,keyboard,0
7365523151985397008,607264,bluetooth,0
7365523151985397008,7072079147715002395,đồchơiđộclạ,0
7365523151985397008,1607911407427585,congnghe,0
7406541232228306192,7199639570353225729,maytinhphungtien,0
7406541232228306192,7540545,pcgaming,0
7406541232228306192,3316481,pcgamer,0
7406541232228306192,1654351386122242,maytinhchoigame,0
7246577405836692742,7035253307924807682,banphimcokhongday,0
7246577405836692742,7022189281691041818,banphimcogiare,0
7246577405836692742,7244394405182832645,nghienbanphimco,0
7141980493263703323,7022543042821226523,utdecor,0
7141980493263703323,1613546904433665,banphimco,0
7141980493263703323,13705093,setupgaming,0
7141980493263703323,16057,gaming,0
7141980493263703323,1668632376333314,banphimmaytinh,0
7141980493263703323,1617225986516993,gocgaming,0
7141980493263703323,1664650631325697,decorphong,0
7141980493263703323,7078236429620346906,lmcgr,0
7446667515322797319,1639439706234886,ausdom,0
7446667515322797319,1638835172164613,h87,0
7446667515322797319,1609193749057537,banphim,0
7446667515322797319,1613546904433665,banphimco,0
