video_path,duration_seconds,subtitle_text
data/raw/videos\tamlyhoc\luongandy01_7286329832093273362.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\luonganhmyy_7158300108465999131.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\maingtrann_7224752473347493125.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\moodmystery.behinddadoor_7368773058733149441.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\ngocbinhtamly_6959410763811261697.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\ngocvanw_7387745113386011921.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\peanutottt_7375131498745285889.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\positiveenergy.official_7221825985597934874.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\quang_anh_psycho_7054406548931595547.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\quang_anh_psycho_7106005531223018779.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\quang_anh_psycho_7369978308194323728.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\secretthingsssss_7318313395009146120.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tam.ly_hoc_7387602485197802769.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tamlyhocthanhcong_7431613352390003969.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tamlyhoctuoitre_7332010149017701650.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tamlyhoc_4_you_7420793750059863303.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tamlytoipham_moingay_7433052123413089557.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\thaydoitungngay35_7384296527985921296.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\thedecocks_7385143990242381074.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\thuviencuapepper_7306746018861796641.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tonhia_mumlady_7217074440356564251.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tonhia_mumlady_7270130481063283973.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tramdongluc38_7433017511588777233.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tramdongluc38_7434556459100146962.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\trananhtuanceo_7016654961446620442.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\trinhthamlover_7364713611543022855.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tusachtamly.songkhac_7115780140025629979.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\tusachtuluc.sbooks_7357299969423904007.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\vianhchannel_7301937401226611969.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\vividx.vi_7012982578114268442.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\wakaebook_7298739775417240834.mp4,0,No subtitles found
data/raw/videos\tamlyhoc\_deadzonnne__7106343436202052891.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\biquyetxaykenh79_7374964620013964552.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\brandt.dare_7464625124361161991.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\buithituoi97__7321949668185869575.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\camtu1992a_7320974056159759634.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\chi2quangnom_7460365507896691976.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\cotutapxaykenh_7345305701117332737.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\embethangnam35_7458276567702129938.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\emhanhmientay_7396730234298518800.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\gia.linh.nguyn51_7466713233026452743.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\haduyquang.writer_7321581703653346578.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\haucoco_7382805814458862865.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\hoa.nng328_7467750688542559496.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\hoangthihanh_h_7341922391339044114.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\hoathuy785_7359432467113069832.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\honghanh0121_7352746894428278024.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\huongtun994_7417271504213200136.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\huyenbavi29v1_7322439530861071634.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\huyentiato.ume_7296848424341687553.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\iu.vui.hng.ngy_7467544965179133202.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\ivyxaykenh.official_7361128198928600327.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\letth1234_7459947032300539143.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\ly_200x_7442703744153750801.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\m.miu83_7359745813809040656.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\mai.th.ven_7463691571469274375.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\mebap033_7450754173643083028.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\mecoca_xaykenh_7340249197351914754.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\memit51_7407076520138706183.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\mesocvagau_7404753343001742612.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\mimi.yeucuame_7369758763600907528.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\mimithuha_7452989422678691079.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\minh.la.nhung_7320913023365893378.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\ngoclanyb21_7407695827138874642.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\nhin.mt.nick.ln.t_7411462765447007495.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\ooieeii_7467809421226200328.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\phanndunggg.xaykenh_7422473620145933575.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\q.nhu2499_7345366562049772802.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\q.nhu2499_7345745749310786818.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\qunh.thanh631_7420254246894849298.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\quynh22689_7424032486348328200.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\shopmebun951_7425286871023897864.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\tapxaykenh.2_7464240313788402952.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\thanhhtamm060_7392579068660796679.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\thaoin1209_7464520116726730002.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\thianh_37_7339063650541391106.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\thuycontentthuonghieu_7223380951735209217.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\trangaffiliate_7346481396363316498.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\trathinga1194_7342308054467087634.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\trieuphuongthuy47_7305744493972671752.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\trinhmom95_7430360103267732743.mp4,0,No subtitles found
data/raw/videos\tapxaykenh\uyenthuxaykenh888_7348295119407303954.mp4,0,No subtitles found
data/raw/videos\tradao\aluametra_7232944544654904581.mp4,0,No subtitles found
data/raw/videos\tradao\ayuhi.24_7307981511242829057.mp4,0,No subtitles found
data/raw/videos\tradao\bantradep_o87.678.5656_7385908522678045968.mp4,0,No subtitles found
data/raw/videos\tradao\bantradien.bn_7113034417030892827.mp4,0,No subtitles found
data/raw/videos\tradao\bethanh117__7050401266790419714.mp4,0,No subtitles found
data/raw/videos\tradao\bethanh117__7400340893435268373.mp4,0,No subtitles found
data/raw/videos\tradao\bon_shop_68_7443277838842744072.mp4,0,No subtitles found
data/raw/videos\tradao\chiecmeobidien_7245122124036181253.mp4,0,No subtitles found
data/raw/videos\tradao\chulamtamdaoquan_7375509290498444545.mp4,0,No subtitles found
data/raw/videos\tradao\daivietceramictiles_7077162793107049755.mp4,0,No subtitles found
data/raw/videos\tradao\dotrakechuyen_7377371902362406162.mp4,0,No subtitles found
data/raw/videos\tradao\eatwithsangie_7400726751371971858.mp4,0,No subtitles found
data/raw/videos\tradao\gai_xenh2008_7458076382816472338.mp4,0,No subtitles found
data/raw/videos\tradao\h.u.g_tea1991_7215502220224187675.mp4,0,No subtitles found
data/raw/videos\tradao\hoatam_thientra_7314505215976230151.mp4,0,No subtitles found
data/raw/videos\tradao\lamtaobao666_7141942970680479003.mp4,0,No subtitles found
data/raw/videos\tradao\laogia_9x_7322459564878679297.mp4,0,No subtitles found
data/raw/videos\tradao\laogia_9x_7464061823528996103.mp4,0,No subtitles found
data/raw/videos\tradao\linhtamphongthuy_7215898549563739418.mp4,0,No subtitles found
data/raw/videos\tradao\maiquynhank_7440347074392100114.mp4,0,No subtitles found
data/raw/videos\tradao\maiquynhank_7462348302730956039.mp4,0,No subtitles found
data/raw/videos\tradao\meomeo205_7389968504524410128.mp4,0,No subtitles found
data/raw/videos\tradao\meomeo205_7429722452579683589.mp4,0,No subtitles found
data/raw/videos\tradao\monmonkemgau_7460473090498186512.mp4,0,No subtitles found
data/raw/videos\tradao\myphamdailoan_7248112184981507333.mp4,0,No subtitles found
data/raw/videos\tradao\phacheduonglong_7244044858623610118.mp4,0,No subtitles found
data/raw/videos\tradao\shopdecorviet_7247818400620154117.mp4,0,No subtitles found
data/raw/videos\tradao\tandaotraaman23_7420416650068921607.mp4,0,No subtitles found
data/raw/videos\tradao\tandaotraaman23_7461272953641012487.mp4,0,No subtitles found
data/raw/videos\tradao\tanmantradao91_7414124460518771976.mp4,0,No subtitles found
data/raw/videos\tradao\tanmantradao91_7431902285543869714.mp4,0,No subtitles found
data/raw/videos\tradao\tea__phe_7450791007714675976.mp4,0,No subtitles found
data/raw/videos\tradao\tea__phe_7454606881353485576.mp4,0,No subtitles found
data/raw/videos\tradao\tongkhotradao_7256031517447621893.mp4,0,No subtitles found
data/raw/videos\tradao\tongkhotradao_7297430795617111304.mp4,0,No subtitles found
data/raw/videos\tradao\tongkhotradao_7323070028352441601.mp4,0,No subtitles found
data/raw/videos\tradao\tradao1991_7307487234448690434.mp4,0,No subtitles found
data/raw/videos\tradao\tradaochualanh_7424734030077168904.mp4,0,No subtitles found
data/raw/videos\tradao\tradaogiamcan.0783376716_7244353105087778054.mp4,0,No subtitles found
data/raw/videos\tradao\tradaotiemnhant_7350499005077441793.mp4,0,No subtitles found
data/raw/videos\tradao\tran_phache_7397658704939601160.mp4,0,No subtitles found
data/raw/videos\tradao\trungduxanh_7289046588066893062.mp4,0,No subtitles found
data/raw/videos\tradao\tutu8397__7327655552857771266.mp4,0,No subtitles found
data/raw/videos\tradao\uongtradi_7428196589128240392.mp4,0,No subtitles found
data/raw/videos\tradao\user9148810953204_7457913839439449377.mp4,0,No subtitles found
data/raw/videos\tradao\vandinhthiencung_7422987152507620640.mp4,0,No subtitles found
data/raw/videos\tradao\vandinhthiencung_7431538754931789089.mp4,0,No subtitles found
data/raw/videos\tradao\vin.iudao_kem_7464999693370526994.mp4,0,No subtitles found
data/raw/videos\tradao\vuquocdai85_7362755282746739976.mp4,0,No subtitles found
data/raw/videos\tradao\vutra8386_7423617038846905608.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\100ngayhoctiengtrung11_7454218759218138376.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\bowith.hsk.__7386242190000934160.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\bowith.hsk.__7436367682137574663.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\buinga_92_7411488667249921287.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\buinga_92_7419705013972356359.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\bviet198_7381641017432231169.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\cangcang.daily_7459260183773089032.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\changhocsaugiolam_7368440034841611541.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\chikimhoang0310_7415553629836283143.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\co_nha_ne_7434853128979205394.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\goccuachan_7288693076489506055.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\haanhthuy.__7306369814723972353.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\haanhthuy.__7366868063792172304.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\hc.ting.trung.mi21_7386105127813254416.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\helloannie2411_7354023297077497105.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\hoctiengtrung_tuso0_7394841815037365525.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\homnayhocbaichua_7350573830437473556.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\khoaitay.official_7218510662677335322.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\khoaitay.official_7247711586410925318.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\kiara.yuhe_7382184469563739400.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\kimlan.210724_7423273976794795282.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\louisnguyen75_7235459886077775109.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\lu.lo.ting.trung_7422903972521872657.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\marluwayi_7375196546637319440.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\marluwayi_7388211015294504199.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\meodenhoctiengtrung_7409717977391697160.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\meodenhoctiengtrung_7410801807154236690.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\nanhlee98_7389567489295797511.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\nihao.tuhoctiengtrung_7449557243877494034.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\nihao.tuhoctiengtrung_7449942197220281607.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\nihao.tuhoctiengtrung_7449946991548714258.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\nihao.tuhoctiengtrung_7450323352490708231.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\phuongthichdanlen_7229649088130583814.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\pwthebird__7195377918330080539.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\sinnychinese_7198132699192691995.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\studyhard080_7385391631299611911.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\studywithmeou_7386331100697595156.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\tailieu.hoctiengtrung_7250119469480021254.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\tiengtrungtieudao_7214353127171050778.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\tiengtrungxiaxia_7202438958528351514.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\tt.hn.1.mi.ngy0_7441512887404793096.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\tuhoctiengtrung97_7437877413784161554.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\tuhocvuima_7362535576051961104.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\tuhocvuima_7364021133131271425.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\tuhocvuima_7383313866438085905.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\tuhocvuima_7414123081372863762.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\xiaopangpang97_7291283106886077714.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\xuejie92_7227546390736473349.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\yenxao65_7398795913914862856.mp4,0,No subtitles found
data/raw/videos\tuhoctiengtrung\yuanyuan0281_7264478794214280455.mp4,0,No subtitles found
